Ligand,stage1,stage2,stage3
fda_1236.pdbqt,164.56 (invalid),,
fda_1237.pdbqt,107.67 (invalid),,
fda_1238.pdbqt,130.82 (invalid),,
fda_1239.pdbqt,-4.65 (invalid),,
fda_1240.pdbqt,-6.54,,
fda_1241.pdbqt,-5.51,,
fda_1242.pdbqt,-6.58 (invalid),,
fda_1243.pdbqt,-6.55,,
fda_1244.pdbqt,-2.37,,
fda_1245.pdbqt,-6.52,,
fda_1246.pdbqt,-5.56,,
fda_1247.pdbqt,-6.69 (invalid),,
fda_1248.pdbqt,-5.87 (invalid),,
fda_1249.pdbqt,-5.74,,
fda_1250.pdbqt,-6.05,,
fda_1251.pdbqt,-6.23 (invalid),,
fda_1252.pdbqt,-6.42,,
fda_1253.pdbqt,-6.24 (invalid),,
fda_1254.pdbqt,-5.62 (invalid),,
fda_1255.pdbqt,-5.81 (invalid),,
fda_1256.pdbqt,-5.35 (invalid),,
fda_1257.pdbqt,-5.71 (invalid),,
fda_1258.pdbqt,-7.16 (invalid),,
fda_1259.pdbqt,-6.49 (invalid),,
fda_1260.pdbqt,-5.96 (invalid),,
fda_1261.pdbqt,-6.59 (invalid),,
fda_1262.pdbqt,-5.34,,
fda_1263.pdbqt,-4.73 (invalid),,
fda_1264.pdbqt,-6.00,,
fda_1265.pdbqt,-7.17,-1.99,
fda_1266.pdbqt,-5.07,,
fda_1267.pdbqt,-6.26 (invalid),,
fda_1268.pdbqt,-6.14,,
fda_1269.pdbqt,-6.70 (invalid),,
fda_1270.pdbqt,-5.87,,
fda_1271.pdbqt,-6.68,,
fda_1272.pdbqt,-6.51,,
fda_1273.pdbqt,-4.66 (invalid),,
fda_1274.pdbqt,-4.77 (invalid),,
fda_1275.pdbqt,24.16,,
fda_1276.pdbqt,-5.84,,
fda_1277.pdbqt,-6.66 (invalid),,
fda_1278.pdbqt,-6.74,,
fda_1279.pdbqt,-5.44,,
fda_1280.pdbqt,-4.41,,
fda_1281.pdbqt,-5.82,,
fda_1282.pdbqt,-6.17,,
fda_1283.pdbqt,-7.03,,
fda_1284.pdbqt,-7.20 (invalid),,
fda_1285.pdbqt,-7.22 (invalid),,
fda_1286.pdbqt,-6.90,,
fda_1287.pdbqt,-7.71,-7.74,
fda_1288.pdbqt,-6.30,,
fda_1289.pdbqt,-6.92 (invalid),,
fda_1290.pdbqt,-6.73,,
fda_1291.pdbqt,-6.94,,
fda_1292.pdbqt,17.74 (invalid),,
fda_1293.pdbqt,28.71 (invalid),,
fda_1294.pdbqt,-4.95 (invalid),,
fda_1295.pdbqt,-5.20,,
fda_1296.pdbqt,-4.31,,
fda_1297.pdbqt,-5.76,,
fda_1298.pdbqt,-6.21,,
fda_1299.pdbqt,-5.78,,
fda_1300.pdbqt,-5.04,,
fda_1301.pdbqt,-5.16 (invalid),,
fda_1302.pdbqt,-6.45 (invalid),,
fda_1303.pdbqt,-5.37 (invalid),,
fda_1304.pdbqt,-6.21,,
fda_1305.pdbqt,-4.12 (invalid),,
fda_1306.pdbqt,-5.63 (invalid),,
fda_1307.pdbqt,-5.65 (invalid),,
fda_1308.pdbqt,-4.98 (invalid),,
fda_1309.pdbqt,-3.84 (invalid),,
fda_1310.pdbqt,-7.00 (invalid),,
fda_1311.pdbqt,-6.79,,
fda_1312.pdbqt,-5.09,,
fda_1313.pdbqt,-4.90,,
fda_1314.pdbqt,-5.74 (invalid),,
fda_1315.pdbqt,-7.07,,
fda_1316.pdbqt,-7.04,,
fda_1317.pdbqt,-5.78,,
fda_1318.pdbqt,-6.93,,
fda_1319.pdbqt,-3.56,,
fda_1320.pdbqt,-1.95,,
fda_1321.pdbqt,-5.58,,
fda_1322.pdbqt,-5.10 (invalid),,
fda_1323.pdbqt,-4.56 (invalid),,
fda_1324.pdbqt,-2.87 (invalid),,
fda_1325.pdbqt,-3.67 (invalid),,
fda_1326.pdbqt,-3.95 (invalid),,
fda_1327.pdbqt,-6.91,,
fda_1328.pdbqt,-5.58,,
fda_1329.pdbqt,-5.34,,
fda_1330.pdbqt,-6.01 (invalid),,
fda_1331.pdbqt,-6.29,,
fda_1332.pdbqt,-4.48 (invalid),,
fda_1333.pdbqt,-6.34 (invalid),,
fda_1334.pdbqt,-6.48,,
fda_1335.pdbqt,-5.47 (invalid),,
fda_1336.pdbqt,-6.34 (invalid),,
fda_1337.pdbqt,-5.44 (invalid),,
fda_1338.pdbqt,-6.15,,
fda_1339.pdbqt,-4.99,,
fda_1340.pdbqt,-6.38,,
fda_1341.pdbqt,-6.63 (invalid),,
fda_1342.pdbqt,-6.78 (invalid),,
fda_1343.pdbqt,-5.68 (invalid),,
fda_1344.pdbqt,-4.18,,
fda_1345.pdbqt,-7.05 (invalid),,
fda_1346.pdbqt,-5.05 (invalid),,
fda_1347.pdbqt,-5.00 (invalid),,
fda_1348.pdbqt,-6.33,,
fda_1349.pdbqt,-5.06,,
fda_1350.pdbqt,-6.32,,
fda_1351.pdbqt,-5.07 (invalid),,
fda_1352.pdbqt,-1.63,,
fda_1353.pdbqt,-5.25,,
fda_1354.pdbqt,-6.34 (invalid),,
fda_1355.pdbqt,-5.46 (invalid),,
fda_1356.pdbqt,-5.71 (invalid),,
fda_1357.pdbqt,-5.32 (invalid),,
fda_1358.pdbqt,-4.58,,
fda_1359.pdbqt,-5.68,,
fda_1360.pdbqt,-3.59,,
fda_1361.pdbqt,-6.50,,
fda_1362.pdbqt,-6.58 (invalid),,
fda_1363.pdbqt,-6.43 (invalid),,
fda_1364.pdbqt,-4.78,,
fda_1365.pdbqt,-6.41,,
fda_1366.pdbqt,-3.57,,
fda_1367.pdbqt,-2.97 (invalid),,
fda_1368.pdbqt,-5.92,,
fda_1369.pdbqt,-5.52 (invalid),,
fda_1370.pdbqt,-5.18 (invalid),,
fda_1371.pdbqt,-3.40 (invalid),,
fda_1372.pdbqt,-3.28 (invalid),,
fda_1373.pdbqt,-4.66,,
fda_1374.pdbqt,-4.12,,
fda_1375.pdbqt,-4.94,,
fda_1376.pdbqt,-6.50 (invalid),,
fda_1377.pdbqt,-6.23 (invalid),,
fda_1378.pdbqt,-7.09,,
fda_1379.pdbqt,-2.38 (invalid),,
fda_1380.pdbqt,-5.34,,
fda_1381.pdbqt,-4.50,,
fda_1382.pdbqt,-6.54 (invalid),,
fda_1383.pdbqt,-6.08,,
fda_1384.pdbqt,-5.82,,
fda_1385.pdbqt,-6.19 (invalid),,
fda_1386.pdbqt,-5.64,,
fda_1387.pdbqt,-6.25,,
fda_1388.pdbqt,-5.91,,
fda_1389.pdbqt,-5.09,,
fda_1390.pdbqt,-5.32,,
fda_1391.pdbqt,-5.89,,
fda_1392.pdbqt,-3.82 (invalid),,
fda_1393.pdbqt,0.97,,
fda_1394.pdbqt,-5.93 (invalid),,
fda_1395.pdbqt,-5.30,,
fda_1396.pdbqt,-5.37,,
fda_1397.pdbqt,-6.37,,
fda_1398.pdbqt,-5.91,,
fda_1399.pdbqt,-6.26,,
fda_1400.pdbqt,-5.21,,
fda_1401.pdbqt,87.55 (invalid),,
fda_1402.pdbqt,-4.63 (invalid),,
fda_1403.pdbqt,-5.41,,
fda_1404.pdbqt,-3.91 (invalid),,
fda_1405.pdbqt,-6.13 (invalid),,
fda_1406.pdbqt,-5.03,,
fda_1407.pdbqt,-5.21,,
fda_1408.pdbqt,-7.55,-7.62,
fda_1409.pdbqt,-8.45,-8.42 (invalid),
fda_1410.pdbqt,-5.67 (invalid),,
fda_1411.pdbqt,-4.35,,
fda_1412.pdbqt,-5.19 (invalid),,
fda_1413.pdbqt,-3.56 (invalid),,
fda_1414.pdbqt,-5.43,,
fda_1415.pdbqt,-5.37 (invalid),,
fda_1416.pdbqt,-3.13,,
fda_1417.pdbqt,-5.99 (invalid),,
fda_1418.pdbqt,-5.89,,
fda_1419.pdbqt,-5.54,,
fda_1420.pdbqt,-5.55,,
fda_1421.pdbqt,-6.05,,
fda_1422.pdbqt,-5.55,,
fda_1423.pdbqt,-6.41 (invalid),,
fda_1424.pdbqt,-5.90,,
fda_1425.pdbqt,-6.28,,
fda_1426.pdbqt,-7.18,-7.26 (invalid),
fda_1427.pdbqt,-5.98,,
fda_1428.pdbqt,-6.01,,
fda_1429.pdbqt,-6.58,,
fda_1430.pdbqt,-3.04 (invalid),,
fda_1431.pdbqt,-4.43,,
fda_1432.pdbqt,-5.49,,
fda_1433.pdbqt,-4.76,,
fda_1434.pdbqt,-3.96 (invalid),,
fda_1435.pdbqt,-4.27 (invalid),,
fda_1436.pdbqt,-5.70,,
fda_1437.pdbqt,-5.26 (invalid),,
fda_1438.pdbqt,-5.85,,
fda_1439.pdbqt,-6.64 (invalid),,
fda_1440.pdbqt,-4.29,,
fda_1441.pdbqt,-6.31,,
fda_1442.pdbqt,-5.73,,
fda_1443.pdbqt,-4.80 (invalid),,
fda_1444.pdbqt,-7.56,-7.50 (invalid),
fda_1445.pdbqt,-6.62,,
fda_1446.pdbqt,-5.30,,
fda_1447.pdbqt,64.16 (invalid),,
fda_1448.pdbqt,61.61 (invalid),,
fda_1449.pdbqt,67.48 (invalid),,
fda_1450.pdbqt,-6.21,,
fda_1451.pdbqt,-5.61 (invalid),,
fda_1452.pdbqt,-5.35,,
fda_1453.pdbqt,-8.09,-7.96 (invalid),
fda_1454.pdbqt,-5.49 (invalid),,
fda_1455.pdbqt,-4.97 (invalid),,
fda_1456.pdbqt,-6.34 (invalid),,
fda_1457.pdbqt,-7.06 (invalid),,
fda_1458.pdbqt,-4.38 (invalid),,
fda_1459.pdbqt,-4.33 (invalid),,
fda_1460.pdbqt,-6.47 (invalid),,
fda_1461.pdbqt,-5.31,,
fda_1462.pdbqt,-5.52 (invalid),,
fda_1463.pdbqt,-5.44,,
fda_1464.pdbqt,-5.87 (invalid),,
fda_1465.pdbqt,-5.79,,
fda_1466.pdbqt,-4.36 (invalid),,
fda_1467.pdbqt,-5.10 (invalid),,
fda_1468.pdbqt,-6.07 (invalid),,
fda_1469.pdbqt,-6.02 (invalid),,
fda_1470.pdbqt,-6.35,,
fda_1471.pdbqt,-5.13,,
fda_1472.pdbqt,-6.12 (invalid),,
fda_1473.pdbqt,-4.38 (invalid),,
fda_1474.pdbqt,-6.28,,
fda_1475.pdbqt,-6.00,,
fda_1476.pdbqt,-1.70,,
fda_1477.pdbqt,-6.44 (invalid),,
fda_1478.pdbqt,-7.20 (invalid),,
fda_1479.pdbqt,-6.20 (invalid),,
fda_1480.pdbqt,-6.35,,
fda_1481.pdbqt,-6.72 (invalid),,
fda_1482.pdbqt,-6.57,,
fda_1483.pdbqt,-4.42,,
fda_1484.pdbqt,-5.82,,
fda_1485.pdbqt,-6.47,,
fda_1486.pdbqt,-6.19,,
fda_1487.pdbqt,-6.51,,
fda_1488.pdbqt,-5.43,,
fda_1489.pdbqt,-6.40,,
fda_1490.pdbqt,-5.34,,
fda_1491.pdbqt,-4.90 (invalid),,
fda_1492.pdbqt,-2.95 (invalid),,
fda_1493.pdbqt,-6.13 (invalid),,
fda_1494.pdbqt,-6.22,,
fda_1495.pdbqt,-6.67 (invalid),,
fda_1496.pdbqt,-5.56,,
fda_1497.pdbqt,-5.53 (invalid),,
fda_1498.pdbqt,-6.11,,
fda_1499.pdbqt,-5.59,,
fda_1500.pdbqt,-5.79,,
fda_1501.pdbqt,-5.55,,
fda_1502.pdbqt,-5.22,,
fda_1503.pdbqt,-5.80,,
fda_1504.pdbqt,-6.83,,
fda_1505.pdbqt,-5.75,,
fda_1506.pdbqt,-4.41,,
fda_1507.pdbqt,-5.82 (invalid),,
fda_1508.pdbqt,-5.34,,
fda_1509.pdbqt,-4.71,,
fda_1510.pdbqt,-5.18,,
fda_1511.pdbqt,59.31 (invalid),,
fda_1512.pdbqt,-5.54,,
fda_1513.pdbqt,-6.38,,
fda_1514.pdbqt,-5.31 (invalid),,
fda_1515.pdbqt,-6.45,,
fda_1516.pdbqt,5.33 (invalid),,
fda_1517.pdbqt,-4.62 (invalid),,
fda_1518.pdbqt,-1.14 (invalid),,
fda_1519.pdbqt,-6.23 (invalid),,
fda_1520.pdbqt,-6.89 (invalid),,
fda_1521.pdbqt,-5.10 (invalid),,
fda_1522.pdbqt,-6.64 (invalid),,
fda_1523.pdbqt,-5.68 (invalid),,
fda_1524.pdbqt,-6.11 (invalid),,
fda_1525.pdbqt,-5.14 (invalid),,
fda_1526.pdbqt,-4.83,,
fda_1527.pdbqt,-6.75 (invalid),,
fda_1528.pdbqt,-5.66 (invalid),,
fda_1529.pdbqt,-5.13 (invalid),,
fda_1530.pdbqt,16.53 (invalid),,
fda_1531.pdbqt,-5.18 (invalid),,
fda_1532.pdbqt,-6.59 (invalid),,
fda_1533.pdbqt,-6.02,,
fda_1534.pdbqt,-7.03,,
fda_1535.pdbqt,-4.06 (invalid),,
fda_1536.pdbqt,-6.92 (invalid),,
fda_1537.pdbqt,-3.63 (invalid),,
fda_1538.pdbqt,-6.41 (invalid),,
fda_1539.pdbqt,-6.85,,
fda_1540.pdbqt,-7.04 (invalid),,
fda_1541.pdbqt,-2.19,,
fda_1542.pdbqt,-7.06,,
fda_1543.pdbqt,-5.29 (invalid),,
fda_1544.pdbqt,-6.77 (invalid),,
fda_1545.pdbqt,-5.35 (invalid),,
fda_1546.pdbqt,-7.57 (invalid),,
fda_1547.pdbqt,-3.20 (invalid),,
fda_1548.pdbqt,-7.82,-7.73,
fda_1549.pdbqt,-4.06,,
fda_1550.pdbqt,-6.30,,
fda_1551.pdbqt,-5.37,,
fda_1552.pdbqt,-6.36,,
fda_1553.pdbqt,-7.33,-7.30 (invalid),
fda_1554.pdbqt,19.20 (invalid),,
fda_1555.pdbqt,-6.91 (invalid),,
fda_1556.pdbqt,-6.99,,
fda_1557.pdbqt,-7.48,-7.51 (invalid),
fda_1558.pdbqt,-6.66,,
fda_1559.pdbqt,-5.79,,
fda_1560.pdbqt,-6.70,,
fda_1561.pdbqt,-3.14 (invalid),,
fda_1562.pdbqt,-6.81,,
fda_1563.pdbqt,-7.36,-7.36,
fda_1564.pdbqt,-6.65 (invalid),,
fda_1565.pdbqt,-6.79 (invalid),,
fda_1566.pdbqt,-6.18,,
fda_1567.pdbqt,-6.96,,
fda_1568.pdbqt,-5.73,,
fda_1569.pdbqt,-6.92 (invalid),,
fda_1570.pdbqt,61.91 (invalid),,
fda_1571.pdbqt,2.53,,
fda_1572.pdbqt,4.53 (invalid),,
fda_1573.pdbqt,-4.75,,
fda_1574.pdbqt,-5.54,,
fda_1575.pdbqt,-5.27,,
fda_1576.pdbqt,-5.85,,
fda_1577.pdbqt,-6.26 (invalid),,
fda_1578.pdbqt,0.30 (invalid),,
fda_1579.pdbqt,-1.94 (invalid),,
fda_1580.pdbqt,0.20 (invalid),,
fda_1581.pdbqt,-6.25,,
fda_1582.pdbqt,-7.91,-7.92,
fda_1583.pdbqt,-7.39 (invalid),,
fda_1584.pdbqt,-6.14,,
fda_1585.pdbqt,-4.97 (invalid),,
fda_1586.pdbqt,-5.90,,
fda_1587.pdbqt,-5.05 (invalid),,
fda_1588.pdbqt,-7.18,-7.26 (invalid),
fda_1589.pdbqt,-5.90,,
fda_1590.pdbqt,-7.38 (invalid),,
fda_1591.pdbqt,-0.45,,
fda_1592.pdbqt,-6.12,,
fda_1593.pdbqt,-6.10 (invalid),,
fda_1594.pdbqt,-6.46 (invalid),,
fda_1595.pdbqt,-6.39,,
fda_1596.pdbqt,-6.85,,
fda_1597.pdbqt,-6.72 (invalid),,
fda_1598.pdbqt,-5.69,,
fda_1599.pdbqt,-5.99 (invalid),,
fda_1600.pdbqt,-6.24,,
fda_1601.pdbqt,-5.38,,
fda_1602.pdbqt,-6.71,,
fda_1603.pdbqt,-5.68 (invalid),,
fda_1604.pdbqt,-6.49 (invalid),,
fda_1605.pdbqt,-5.53 (invalid),,
fda_1606.pdbqt,-6.11 (invalid),,
fda_1607.pdbqt,-5.25,,
fda_1608.pdbqt,-5.43,,
fda_1609.pdbqt,-5.44,,
fda_1610.pdbqt,-6.96,,
fda_1611.pdbqt,-6.18,,
fda_1612.pdbqt,-5.08,,
fda_1613.pdbqt,-5.93,,
fda_1614.pdbqt,-5.80,,
fda_1615.pdbqt,-5.53,,
fda_1616.pdbqt,-6.45,,
fda_1617.pdbqt,-5.21,,
fda_1618.pdbqt,-5.38,,
fda_1619.pdbqt,-6.04,,
fda_1620.pdbqt,-5.10,,
fda_1621.pdbqt,-7.52,-7.49 (invalid),
fda_1622.pdbqt,-6.23,,
fda_1623.pdbqt,-6.15,,
fda_1624.pdbqt,-6.47,,
fda_1625.pdbqt,-6.68,,
fda_1626.pdbqt,-6.54,,
fda_1627.pdbqt,-6.51,,
fda_1628.pdbqt,-6.62,,
fda_1629.pdbqt,-5.64,,
fda_1630.pdbqt,-7.80 (invalid),,
fda_1631.pdbqt,-5.09,,
fda_1632.pdbqt,-7.40,-7.40 (invalid),
fda_1633.pdbqt,-6.62,,
fda_1634.pdbqt,-6.27 (invalid),,
fda_1635.pdbqt,-6.25,,
fda_1636.pdbqt,-5.73,,
fda_1637.pdbqt,-4.71 (invalid),,
fda_1638.pdbqt,-4.96,,
fda_1639.pdbqt,-6.63,,
fda_1640.pdbqt,-6.43 (invalid),,
fda_1641.pdbqt,-6.66,,
fda_1642.pdbqt,-6.24,,
fda_1643.pdbqt,-5.85 (invalid),,
fda_1644.pdbqt,-6.69,,
fda_1645.pdbqt,-4.51,,
fda_1646.pdbqt,-5.67,,
fda_1647.pdbqt,-6.01,,
fda_1648.pdbqt,-6.24 (invalid),,
fda_1649.pdbqt,-5.92,,
fda_1650.pdbqt,-5.13,,
fda_1651.pdbqt,-5.83,,
fda_1652.pdbqt,-1.03,,
fda_1653.pdbqt,-5.19,,
fda_1654.pdbqt,-6.87 (invalid),,
fda_1655.pdbqt,-7.00 (invalid),,
fda_1656.pdbqt,-6.30 (invalid),,
fda_1657.pdbqt,-6.47 (invalid),,
fda_1658.pdbqt,-6.65 (invalid),,
fda_1659.pdbqt,-6.31 (invalid),,
fda_1660.pdbqt,-6.37,,
fda_1661.pdbqt,-6.30,,
fda_1662.pdbqt,-5.92,,
fda_1663.pdbqt,-6.30 (invalid),,
fda_1664.pdbqt,-6.18,,
fda_1665.pdbqt,-6.23 (invalid),,
fda_1666.pdbqt,-6.17,,
fda_1667.pdbqt,-6.20 (invalid),,
fda_1668.pdbqt,-5.33,,
fda_1669.pdbqt,-5.69,,
fda_1670.pdbqt,-6.17,,
fda_1671.pdbqt,-6.49,,
fda_1672.pdbqt,-6.09,,
fda_1673.pdbqt,-6.83,,
fda_1674.pdbqt,-6.37,,
fda_1675.pdbqt,-4.65,,
fda_1676.pdbqt,-5.84,,
fda_1677.pdbqt,-5.69,,
fda_1678.pdbqt,-6.59 (invalid),,
fda_1679.pdbqt,-4.98 (invalid),,
fda_1680.pdbqt,-6.47,,
fda_1681.pdbqt,-5.93,,
fda_1682.pdbqt,-6.49 (invalid),,
fda_1683.pdbqt,-5.59 (invalid),,
fda_1684.pdbqt,-6.71,,
fda_1685.pdbqt,-6.40,,
fda_1686.pdbqt,-5.27,,
fda_1687.pdbqt,-5.52 (invalid),,
fda_1688.pdbqt,-5.27 (invalid),,
fda_1689.pdbqt,-7.18,-7.19 (invalid),
fda_1690.pdbqt,6.32,,
fda_1691.pdbqt,-6.49,,
fda_1692.pdbqt,-6.02,,
fda_1693.pdbqt,-6.33,,
fda_1694.pdbqt,-5.96 (invalid),,
fda_1695.pdbqt,-6.24 (invalid),,
fda_1696.pdbqt,-5.84,,
fda_1697.pdbqt,-6.27 (invalid),,
fda_1698.pdbqt,-5.16,,
fda_1699.pdbqt,-5.13,,
fda_1700.pdbqt,-6.35,,
fda_1701.pdbqt,-6.81,,
fda_1702.pdbqt,-6.69 (invalid),,
fda_1703.pdbqt,-6.34,,
fda_1704.pdbqt,-6.17 (invalid),,
fda_1705.pdbqt,-5.78,,
fda_1706.pdbqt,-6.99,,
fda_1707.pdbqt,-1.50 (invalid),,
fda_1708.pdbqt,-6.35 (invalid),,
fda_1709.pdbqt,-6.18,,
fda_1710.pdbqt,-3.24 (invalid),,
fda_1711.pdbqt,-6.25,,
fda_1712.pdbqt,-4.21 (invalid),,
fda_1713.pdbqt,-1.06 (invalid),,
fda_1714.pdbqt,-6.53,,
fda_1715.pdbqt,-6.69 (invalid),,
fda_1716.pdbqt,-6.60,,
fda_1717.pdbqt,-6.07 (invalid),,
fda_1718.pdbqt,-6.27,,
fda_1719.pdbqt,-5.61,,
fda_1720.pdbqt,-6.53,,
fda_1721.pdbqt,-5.93,,
fda_1722.pdbqt,-6.07,,
fda_1723.pdbqt,-4.71 (invalid),,
fda_1724.pdbqt,-6.17,,
fda_1725.pdbqt,-6.03 (invalid),,
fda_1726.pdbqt,-7.90,-7.89,
fda_1727.pdbqt,-6.77,,
fda_1728.pdbqt,-6.02,,
fda_1729.pdbqt,-6.95 (invalid),,
fda_1730.pdbqt,-6.55,,
fda_1731.pdbqt,-5.53,,
fda_1732.pdbqt,-5.78,,
fda_1733.pdbqt,-6.93,,
fda_1734.pdbqt,-6.59,,
fda_1735.pdbqt,-7.00,,
fda_1736.pdbqt,-7.55,-7.47 (invalid),
fda_1737.pdbqt,-6.53 (invalid),,
fda_1738.pdbqt,-6.07 (invalid),,
fda_1739.pdbqt,-6.31,,
fda_1740.pdbqt,-7.02 (invalid),,
fda_1741.pdbqt,-6.21 (invalid),,
fda_1742.pdbqt,-6.66,,
fda_1743.pdbqt,-6.22,,
fda_1744.pdbqt,-6.07,,
fda_1745.pdbqt,-4.58,,
fda_1746.pdbqt,-1.61 (invalid),,
fda_1747.pdbqt,-7.22,-7.22,
fda_1748.pdbqt,-1.78 (invalid),,
fda_1749.pdbqt,-7.89,-7.89 (invalid),
fda_1750.pdbqt,-6.25,,
fda_1751.pdbqt,-5.83,,
fda_1752.pdbqt,-7.04,,
fda_1753.pdbqt,-6.33,,
fda_1754.pdbqt,-7.67,-7.62 (invalid),
fda_1755.pdbqt,-5.54,,
fda_1756.pdbqt,-5.87,,
fda_1757.pdbqt,-7.06,,
fda_1758.pdbqt,-7.30,-7.33 (invalid),
fda_1759.pdbqt,-6.63 (invalid),,
fda_1760.pdbqt,-5.33 (invalid),,
fda_1761.pdbqt,-6.68,,
fda_1762.pdbqt,-6.01,,
fda_1763.pdbqt,-6.55,,
fda_1764.pdbqt,-5.77 (invalid),,
fda_1765.pdbqt,-5.92,,
fda_1766.pdbqt,-6.70,,
fda_1767.pdbqt,-6.55,,
fda_1768.pdbqt,-5.17 (invalid),,
fda_1769.pdbqt,-4.65,,
fda_1770.pdbqt,-3.85,,
fda_1771.pdbqt,-5.43,,
fda_1772.pdbqt,-4.60,,
fda_1773.pdbqt,-4.16,,
fda_1774.pdbqt,-6.31 (invalid),,
fda_1775.pdbqt,-3.35,,
fda_1776.pdbqt,-5.97,,
fda_1777.pdbqt,-5.18 (invalid),,
fda_1778.pdbqt,-5.26,,
fda_1779.pdbqt,-6.00,,
fda_1780.pdbqt,-6.10,,
fda_1781.pdbqt,-5.85,,
fda_1782.pdbqt,-5.56,,
fda_1783.pdbqt,-5.36,,
fda_1784.pdbqt,-5.97,,
fda_1785.pdbqt,-6.10,,
fda_1786.pdbqt,-6.36,,
fda_1787.pdbqt,-6.48,,
fda_1788.pdbqt,-4.62,,
fda_1789.pdbqt,-6.46 (invalid),,
fda_1790.pdbqt,-5.15 (invalid),,
fda_1791.pdbqt,-6.72,,
fda_1792.pdbqt,-5.65,,
fda_1793.pdbqt,-6.01 (invalid),,
fda_1794.pdbqt,-6.47,,
fda_1795.pdbqt,-7.26,-7.23 (invalid),
fda_1796.pdbqt,-5.94 (invalid),,
fda_1797.pdbqt,-5.16,,
fda_1798.pdbqt,-7.13,-7.12 (invalid),
fda_1799.pdbqt,-5.37 (invalid),,
fda_1800.pdbqt,-5.17,,
fda_1801.pdbqt,-6.25 (invalid),,
fda_1802.pdbqt,-6.39,,
fda_1803.pdbqt,-6.13,,
fda_1804.pdbqt,-6.83,,
fda_1805.pdbqt,-6.55,,
fda_1806.pdbqt,-6.18,,
fda_1807.pdbqt,-6.59 (invalid),,
fda_1808.pdbqt,-5.31,,
fda_1809.pdbqt,-6.18 (invalid),,
fda_1810.pdbqt,-6.45 (invalid),,
fda_1811.pdbqt,-6.84,,
fda_1812.pdbqt,-4.72,,
fda_1813.pdbqt,-7.58,-7.42,
fda_1814.pdbqt,-6.93,,
fda_1815.pdbqt,-5.71 (invalid),,
fda_1816.pdbqt,-5.73,,
fda_1817.pdbqt,-6.58,,
fda_1818.pdbqt,-1.42 (invalid),,
fda_1819.pdbqt,-5.30 (invalid),,
fda_1820.pdbqt,-6.56 (invalid),,
fda_1821.pdbqt,-6.33,,
fda_1822.pdbqt,-7.51,-7.53 (invalid),
fda_1823.pdbqt,-5.86,,
fda_1824.pdbqt,-6.16,,
fda_1825.pdbqt,-7.64,-7.63 (invalid),
fda_1826.pdbqt,-6.49,,
fda_1827.pdbqt,-6.86,,
fda_1828.pdbqt,-6.50 (invalid),,
fda_1829.pdbqt,-5.97,,
fda_1830.pdbqt,-6.04,,
fda_1831.pdbqt,-5.87 (invalid),,
fda_1832.pdbqt,-7.29,-7.28,
fda_1833.pdbqt,-6.01,,
fda_1834.pdbqt,-5.51,,
fda_1835.pdbqt,-5.24,,
fda_1836.pdbqt,-5.10,,
fda_1837.pdbqt,-5.13,,
fda_1838.pdbqt,-5.00,,
fda_1839.pdbqt,-4.43 (invalid),,
fda_1840.pdbqt,-6.61,,
fda_1841.pdbqt,-5.06 (invalid),,
fda_1842.pdbqt,-5.81,,
fda_1843.pdbqt,-5.95,,
fda_1844.pdbqt,-5.72,,
fda_1845.pdbqt,-5.75 (invalid),,
fda_1846.pdbqt,-4.23 (invalid),,
fda_1847.pdbqt,-5.23,,
fda_1848.pdbqt,-6.42 (invalid),,
fda_1849.pdbqt,-6.35,,
fda_1850.pdbqt,-6.47 (invalid),,
fda_1851.pdbqt,-5.37,,
fda_1852.pdbqt,-6.26,,
fda_1853.pdbqt,-6.10,,
fda_1854.pdbqt,-5.86,,
fda_1855.pdbqt,-6.48 (invalid),,
fda_1856.pdbqt,-2.30 (invalid),,
fda_1857.pdbqt,-1.85 (invalid),,
fda_1858.pdbqt,-5.28 (invalid),,
fda_1859.pdbqt,-4.77 (invalid),,
fda_1860.pdbqt,-5.60 (invalid),,
fda_1861.pdbqt,-5.71,,
fda_1862.pdbqt,-4.56,,
fda_1863.pdbqt,50.54 (invalid),,
fda_1864.pdbqt,-6.41 (invalid),,
fda_1865.pdbqt,-6.01,,
fda_1866.pdbqt,-6.41,,
fda_1867.pdbqt,-6.42,,
fda_1868.pdbqt,-9.01,-9.00 (invalid),
fda_1869.pdbqt,-5.55,,
fda_1870.pdbqt,-5.16,,
fda_1871.pdbqt,-6.72,,
fda_1872.pdbqt,-5.53,,
fda_1873.pdbqt,-6.40,,
fda_1874.pdbqt,-6.58,,
fda_1875.pdbqt,-6.09 (invalid),,
fda_1876.pdbqt,-6.31,,
fda_1877.pdbqt,-5.14,,
fda_1878.pdbqt,-6.37 (invalid),,
fda_1879.pdbqt,-6.85,,
fda_1880.pdbqt,-6.58,,
fda_1881.pdbqt,-5.27,,
fda_1882.pdbqt,-5.40 (invalid),,
fda_1883.pdbqt,-2.96,,
fda_1884.pdbqt,-5.17,,
fda_1885.pdbqt,-4.74,,
fda_1886.pdbqt,-6.25 (invalid),,
fda_1887.pdbqt,-6.81,,
fda_1888.pdbqt,-5.71,,
fda_1889.pdbqt,-6.30,,
fda_1890.pdbqt,-6.53 (invalid),,
fda_1891.pdbqt,-6.84 (invalid),,
fda_1892.pdbqt,-5.97,,
fda_1893.pdbqt,-6.53,,
