Ligand,stage1,stage2,stage3
fda_2546.pdbqt,-5.03 (invalid),,
fda_2547.pdbqt,-3.52,,
fda_2548.pdbqt,-4.96,,
fda_2549.pdbqt,-5.34 (invalid),,
fda_2550.pdbqt,-6.12,,
fda_2551.pdbqt,-7.57,-7.57,
fda_2552.pdbqt,-6.89,,
fda_2553.pdbqt,-3.68,,
fda_2554.pdbqt,-5.19,,
fda_2555.pdbqt,-3.03,,
fda_2556.pdbqt,-5.00,,
fda_2557.pdbqt,-5.46,,
fda_2558.pdbqt,-4.31 (invalid),,
fda_2559.pdbqt,-4.28,,
fda_2560.pdbqt,-4.76 (invalid),,
fda_2561.pdbqt,-5.67 (invalid),,
fda_2562.pdbqt,-5.30,,
fda_2563.pdbqt,-5.75,,
fda_2564.pdbqt,-2.56 (invalid),,
fda_2565.pdbqt,-4.80 (invalid),,
fda_2566.pdbqt,-3.79,,
fda_2567.pdbqt,-5.12,,
fda_2568.pdbqt,-4.36 (invalid),,
fda_2569.pdbqt,-6.50,,
fda_2570.pdbqt,-6.27 (invalid),,
fda_2571.pdbqt,-7.13,-7.18,
fda_2572.pdbqt,-2.76,,
fda_2573.pdbqt,-5.67 (invalid),,
fda_2574.pdbqt,-2.15,,
fda_2575.pdbqt,9.19 (invalid),,
fda_2576.pdbqt,7.28 (invalid),,
fda_2577.pdbqt,6.68 (invalid),,
fda_2578.pdbqt,9.19 (invalid),,
fda_2579.pdbqt,-7.12 (invalid),,
fda_2580.pdbqt,-1.00 (invalid),,
fda_2581.pdbqt,-2.61 (invalid),,
fda_2582.pdbqt,0.93,,
fda_2583.pdbqt,1.76 (invalid),,
fda_2584.pdbqt,-5.29,,
fda_2585.pdbqt,-5.67 (invalid),,
fda_2586.pdbqt,-4.94 (invalid),,
fda_2587.pdbqt,-5.60,,
fda_2588.pdbqt,-5.82 (invalid),,
fda_2589.pdbqt,-5.00,,
fda_2590.pdbqt,-3.05 (invalid),,
fda_2591.pdbqt,-3.82 (invalid),,
fda_2592.pdbqt,-4.84,,
fda_2593.pdbqt,-6.33,,
fda_2594.pdbqt,-2.68 (invalid),,
fda_2595.pdbqt,-4.54 (invalid),,
fda_2596.pdbqt,-5.83,,
fda_2597.pdbqt,-6.58,,
fda_2598.pdbqt,-5.93 (invalid),,
fda_2599.pdbqt,-6.88 (invalid),,
fda_2600.pdbqt,-2.27,,
fda_2601.pdbqt,-6.44 (invalid),,
fda_2602.pdbqt,-8.10,-8.10 (invalid),
fda_2603.pdbqt,-2.74,,
fda_2604.pdbqt,-1.74,,
fda_2605.pdbqt,-2.95,,
fda_2606.pdbqt,-2.60 (invalid),,
fda_2607.pdbqt,-4.88,,
fda_2608.pdbqt,-4.28 (invalid),,
fda_2609.pdbqt,-4.30,,
fda_2610.pdbqt,-2.27,,
fda_2611.pdbqt,-5.04,,
fda_2612.pdbqt,-5.62,,
fda_2613.pdbqt,-1.72 (invalid),,
fda_2614.pdbqt,-2.18 (invalid),,
fda_2615.pdbqt,-2.67,,
fda_2616.pdbqt,-3.30,,
fda_2617.pdbqt,-3.94 (invalid),,
fda_2618.pdbqt,-3.99,,
fda_2619.pdbqt,-4.38,,
fda_2620.pdbqt,-5.14,,
fda_2621.pdbqt,-6.53 (invalid),,
fda_2622.pdbqt,-6.70 (invalid),,
fda_2623.pdbqt,-7.00 (invalid),,
fda_2624.pdbqt,-5.60,,
fda_2625.pdbqt,-7.01,,
fda_2626.pdbqt,-5.85,,
fda_2627.pdbqt,-6.50 (invalid),,
fda_2628.pdbqt,-3.09 (invalid),,
fda_2629.pdbqt,-5.29,,
fda_2630.pdbqt,-6.87,,
fda_2631.pdbqt,-5.43 (invalid),,
fda_2632.pdbqt,-6.29,,
fda_2633.pdbqt,-3.83,,
fda_2634.pdbqt,-4.92 (invalid),,
fda_2635.pdbqt,-4.89 (invalid),,
fda_2636.pdbqt,-6.29 (invalid),,
fda_2637.pdbqt,-6.22,,
fda_2638.pdbqt,-5.41,,
fda_2639.pdbqt,-6.14,,
fda_2640.pdbqt,-5.54,,
fda_2641.pdbqt,-7.57 (invalid),,
fda_2642.pdbqt,-7.89,-7.87,
fda_2643.pdbqt,15.96 (invalid),,
fda_2644.pdbqt,15.34 (invalid),,
fda_2645.pdbqt,2.10 (invalid),,
fda_2646.pdbqt,1.28 (invalid),,
fda_2647.pdbqt,-1.60 (invalid),,
fda_2648.pdbqt,-5.78 (invalid),,
fda_2649.pdbqt,-5.28 (invalid),,
fda_2650.pdbqt,-5.06,,
fda_2651.pdbqt,-6.54,,
fda_2652.pdbqt,-3.96,,
fda_2653.pdbqt,-4.77,,
fda_2654.pdbqt,-4.15,,
fda_2655.pdbqt,-4.80,,
fda_2656.pdbqt,-6.27 (invalid),,
fda_2657.pdbqt,-3.42,,
fda_2658.pdbqt,-2.64,,
fda_2659.pdbqt,0.62,,
fda_2660.pdbqt,-2.66,,
fda_2661.pdbqt,-3.18 (invalid),,
fda_2662.pdbqt,-1.64 (invalid),,
fda_2663.pdbqt,-1.67,,
fda_2664.pdbqt,-5.76,,
fda_2665.pdbqt,-5.47,,
fda_2666.pdbqt,-5.32,,
fda_2667.pdbqt,-5.08,,
fda_2668.pdbqt,-3.62,,
fda_2669.pdbqt,-3.30,,
fda_2670.pdbqt,-1.66,,
fda_2671.pdbqt,-0.61,,
fda_2672.pdbqt,-6.41 (invalid),,
fda_2673.pdbqt,-6.28,,
fda_2674.pdbqt,-4.83 (invalid),,
fda_2675.pdbqt,-5.04 (invalid),,
fda_2676.pdbqt,6.45,,
fda_2677.pdbqt,-6.21 (invalid),,
fda_2678.pdbqt,-5.45 (invalid),,
fda_2679.pdbqt,-6.41 (invalid),,
fda_2680.pdbqt,-5.74 (invalid),,
fda_2681.pdbqt,-7.48 (invalid),,
fda_2682.pdbqt,-6.23,,
fda_2683.pdbqt,-6.90,,
fda_2684.pdbqt,-5.57,,
fda_2685.pdbqt,-6.01,,
fda_2686.pdbqt,-3.50,,
fda_2687.pdbqt,-3.16,,
fda_2688.pdbqt,-2.53 (invalid),,
fda_2689.pdbqt,-1.05 (invalid),,
fda_2690.pdbqt,-0.69 (invalid),,
fda_2691.pdbqt,-1.12 (invalid),,
fda_2692.pdbqt,-6.39,,
fda_2693.pdbqt,-6.55,,
fda_2694.pdbqt,-6.41,,
fda_2695.pdbqt,-4.65,,
fda_2696.pdbqt,-2.62,,
fda_2697.pdbqt,1.29 (invalid),,
fda_2698.pdbqt,1.94 (invalid),,
fda_2699.pdbqt,-3.47 (invalid),,
fda_2700.pdbqt,2.28 (invalid),,
fda_2701.pdbqt,-5.41,,
fda_2702.pdbqt,-3.88,,
fda_2703.pdbqt,-4.20,,
fda_2704.pdbqt,-0.80 (invalid),,
fda_2705.pdbqt,-0.94,,
fda_2706.pdbqt,2.16 (invalid),,
fda_2707.pdbqt,-6.02,,
fda_2708.pdbqt,-5.77,,
fda_2709.pdbqt,-6.95,,
fda_2710.pdbqt,-6.35 (invalid),,
fda_2711.pdbqt,-4.14 (invalid),,
fda_2712.pdbqt,-6.24 (invalid),,
fda_2713.pdbqt,1.50 (invalid),,
fda_2714.pdbqt,-0.13 (invalid),,
fda_2715.pdbqt,-1.19,,
fda_2716.pdbqt,-4.59,,
fda_2717.pdbqt,7.73,,
fda_2718.pdbqt,-2.76,,
fda_2719.pdbqt,-6.54 (invalid),,
fda_2720.pdbqt,-4.23,,
fda_2721.pdbqt,-5.18,,
fda_2722.pdbqt,-6.34,,
fda_2723.pdbqt,-6.76,,
fda_2724.pdbqt,-6.52,,
fda_2725.pdbqt,0.93 (invalid),,
fda_2726.pdbqt,-0.82 (invalid),,
fda_2727.pdbqt,-3.38 (invalid),,
fda_2728.pdbqt,-3.81,,
fda_2729.pdbqt,0.95 (invalid),,
fda_2730.pdbqt,2.12 (invalid),,
fda_2731.pdbqt,2.92 (invalid),,
fda_2732.pdbqt,2.42 (invalid),,
fda_2733.pdbqt,-7.08,,
fda_2734.pdbqt,-2.88 (invalid),,
fda_2735.pdbqt,-4.66 (invalid),,
fda_2736.pdbqt,-2.57 (invalid),,
fda_2737.pdbqt,-0.24,,
fda_2738.pdbqt,-5.18 (invalid),,
fda_2739.pdbqt,-4.01 (invalid),,
fda_2740.pdbqt,-2.64 (invalid),,
fda_2741.pdbqt,-6.17 (invalid),,
fda_2742.pdbqt,2.78,,
fda_2743.pdbqt,-5.21,,
fda_2744.pdbqt,-3.38,,
fda_2745.pdbqt,-1.59,,
fda_2746.pdbqt,-7.13 (invalid),,
fda_2747.pdbqt,-6.25,,
fda_2748.pdbqt,-6.53,,
fda_2749.pdbqt,-5.07,,
fda_2750.pdbqt,-5.59,,
fda_2751.pdbqt,-6.19,,
fda_2752.pdbqt,-5.17 (invalid),,
fda_2753.pdbqt,-5.77 (invalid),,
fda_2754.pdbqt,-6.54 (invalid),,
fda_2755.pdbqt,-7.12,-7.12,
fda_2756.pdbqt,-5.64,,
fda_2757.pdbqt,-5.73,,
fda_2758.pdbqt,-0.13,,
fda_2759.pdbqt,-1.77,,
fda_2760.pdbqt,-2.70,,
fda_2761.pdbqt,1.41,,
fda_2762.pdbqt,-6.71 (invalid),,
fda_2763.pdbqt,-7.20 (invalid),,
fda_2764.pdbqt,-4.46 (invalid),,
fda_2765.pdbqt,-1.97,,
fda_2766.pdbqt,-6.29,,
fda_2767.pdbqt,-5.90 (invalid),,
fda_2768.pdbqt,-5.58 (invalid),,
fda_2769.pdbqt,-5.24 (invalid),,
fda_2770.pdbqt,-2.29,,
fda_2771.pdbqt,-5.22,,
fda_2772.pdbqt,-5.57,,
fda_2773.pdbqt,-6.47 (invalid),,
fda_2774.pdbqt,-7.52,-7.47 (invalid),
fda_2775.pdbqt,13.88 (invalid),,
fda_2776.pdbqt,-6.61,,
fda_2777.pdbqt,-6.88,,
fda_2778.pdbqt,-7.82 (invalid),,
fda_2779.pdbqt,-6.87,,
fda_2780.pdbqt,-4.03 (invalid),,
fda_2781.pdbqt,-5.71 (invalid),,
fda_2782.pdbqt,-2.77,,
fda_2783.pdbqt,-6.09 (invalid),,
fda_2784.pdbqt,-4.46,,
fda_2785.pdbqt,-4.59,,
fda_2786.pdbqt,-6.86 (invalid),,
fda_2787.pdbqt,-4.86 (invalid),,
fda_2788.pdbqt,-5.00 (invalid),,
fda_2789.pdbqt,-6.23,,
fda_2790.pdbqt,-5.91,,
fda_2791.pdbqt,-5.19,,
fda_2792.pdbqt,-5.44,,
fda_2793.pdbqt,-5.68 (invalid),,
fda_2794.pdbqt,-5.14,,
fda_2795.pdbqt,-5.43 (invalid),,
fda_2796.pdbqt,-5.75 (invalid),,
fda_2797.pdbqt,-6.82,,
fda_2798.pdbqt,-3.98 (invalid),,
fda_2799.pdbqt,7.65 (invalid),,
fda_2800.pdbqt,5.12 (invalid),,
fda_2801.pdbqt,-4.91 (invalid),,
fda_2802.pdbqt,-6.26,,
fda_2803.pdbqt,-6.01 (invalid),,
fda_2804.pdbqt,-7.01 (invalid),,
fda_2805.pdbqt,-6.16,,
fda_2806.pdbqt,-6.75,,
fda_2807.pdbqt,-5.20 (invalid),,
fda_2808.pdbqt,4.35 (invalid),,
fda_2809.pdbqt,-7.32 (invalid),,
fda_2810.pdbqt,-5.62 (invalid),,
fda_2811.pdbqt,-5.85 (invalid),,
fda_2812.pdbqt,-3.13,,
fda_2813.pdbqt,-3.56 (invalid),,
fda_2814.pdbqt,-4.80,,
fda_2815.pdbqt,-5.34 (invalid),,
fda_2816.pdbqt,-7.03,,
fda_2817.pdbqt,-7.79,-7.79,
fda_2818.pdbqt,-5.61,,
fda_2819.pdbqt,-5.46,,
fda_2820.pdbqt,-5.61 (invalid),,
fda_2821.pdbqt,-5.46,,
fda_2822.pdbqt,-5.82,,
fda_2823.pdbqt,-5.19 (invalid),,
fda_2824.pdbqt,-6.98,,
fda_2825.pdbqt,-5.64,,
fda_2826.pdbqt,-4.98,,
fda_2827.pdbqt,-6.80,,
fda_2828.pdbqt,-6.22,,
fda_2829.pdbqt,-6.91 (invalid),,
fda_2830.pdbqt,16.60,,
fda_2831.pdbqt,8.59 (invalid),,
fda_2832.pdbqt,-6.50,,
fda_2833.pdbqt,-4.96,,
fda_2834.pdbqt,-6.04,,
fda_2835.pdbqt,-5.89 (invalid),,
fda_2836.pdbqt,-5.15,,
fda_2837.pdbqt,-4.26 (invalid),,
fda_2838.pdbqt,-5.97,,
fda_2839.pdbqt,-4.47,,
fda_2840.pdbqt,-1.92 (invalid),,
fda_2841.pdbqt,-2.74 (invalid),,
fda_2842.pdbqt,-6.09 (invalid),,
fda_2843.pdbqt,-2.37,,
fda_2844.pdbqt,-6.62 (invalid),,
fda_2845.pdbqt,-6.63 (invalid),,
fda_2846.pdbqt,-4.12 (invalid),,
fda_2847.pdbqt,-6.27 (invalid),,
fda_2848.pdbqt,-6.26,,
fda_2849.pdbqt,-6.37,,
fda_2850.pdbqt,-5.93,,
fda_2851.pdbqt,-6.22,,
fda_2852.pdbqt,-4.73,,
fda_2853.pdbqt,-5.95,,
fda_2854.pdbqt,-5.15 (invalid),,
fda_2855.pdbqt,-5.27,,
fda_2856.pdbqt,-5.51 (invalid),,
fda_2857.pdbqt,-3.64,,
fda_2858.pdbqt,-5.86,,
fda_2859.pdbqt,-6.49 (invalid),,
fda_2860.pdbqt,-5.52,,
fda_2861.pdbqt,-5.99,,
fda_2862.pdbqt,-5.47 (invalid),,
fda_2863.pdbqt,-5.52,,
fda_2864.pdbqt,-5.34,,
fda_2865.pdbqt,-5.46 (invalid),,
fda_2866.pdbqt,-5.83 (invalid),,
fda_2867.pdbqt,-0.11 (invalid),,
fda_2868.pdbqt,1.03 (invalid),,
fda_2869.pdbqt,-1.21 (invalid),,
fda_2870.pdbqt,-2.39 (invalid),,
fda_2871.pdbqt,-6.34 (invalid),,
fda_2872.pdbqt,-6.44 (invalid),,
fda_2873.pdbqt,-6.64 (invalid),,
fda_2874.pdbqt,-6.34 (invalid),,
fda_2875.pdbqt,-6.43,,
fda_2876.pdbqt,-1.19,,
fda_2877.pdbqt,-2.67,,
fda_2878.pdbqt,-6.11,,
fda_2879.pdbqt,0.66 (invalid),,
fda_2880.pdbqt,-1.65 (invalid),,
fda_2881.pdbqt,-2.43 (invalid),,
fda_2882.pdbqt,-1.69 (invalid),,
fda_2883.pdbqt,-1.76 (invalid),,
fda_2884.pdbqt,-3.13 (invalid),,
fda_2885.pdbqt,-1.28 (invalid),,
fda_2886.pdbqt,-1.65,,
fda_2887.pdbqt,-7.66 (invalid),,
fda_2888.pdbqt,-7.09,,
fda_2889.pdbqt,-7.11 (invalid),,
fda_2890.pdbqt,-7.09,,
fda_2891.pdbqt,-6.74,,
fda_2892.pdbqt,-5.99 (invalid),,
fda_2893.pdbqt,-6.00,,
fda_2894.pdbqt,-5.58 (invalid),,
fda_2895.pdbqt,-5.95,,
fda_2896.pdbqt,-6.10 (invalid),,
fda_2897.pdbqt,-6.45 (invalid),,
fda_2898.pdbqt,-6.28 (invalid),,
fda_2899.pdbqt,-6.70 (invalid),,
fda_2900.pdbqt,-3.65 (invalid),,
fda_2901.pdbqt,-5.28,,
fda_2902.pdbqt,-5.34,,
fda_2903.pdbqt,-5.32,,
fda_2904.pdbqt,-5.31 (invalid),,
fda_2905.pdbqt,-4.72 (invalid),,
fda_2906.pdbqt,-5.71,,
fda_2907.pdbqt,-5.79,,
fda_2908.pdbqt,-5.65 (invalid),,
fda_2909.pdbqt,-5.51,,
fda_2910.pdbqt,-5.87,,
fda_2911.pdbqt,-5.99,,
fda_2912.pdbqt,-6.21 (invalid),,
fda_2913.pdbqt,-5.07,,
fda_2914.pdbqt,-5.75 (invalid),,
fda_2915.pdbqt,-5.36,,
fda_2916.pdbqt,-5.69 (invalid),,
fda_2917.pdbqt,-5.15,,
fda_2918.pdbqt,-5.35,,
fda_2919.pdbqt,-5.92,,
fda_2920.pdbqt,-4.84,,
fda_2921.pdbqt,-5.87,,
fda_2922.pdbqt,-4.75,,
fda_2923.pdbqt,-5.43,,
fda_2924.pdbqt,-5.16,,
fda_2925.pdbqt,-5.38,,
fda_2926.pdbqt,-5.89,,
fda_2927.pdbqt,-5.03 (invalid),,
fda_2928.pdbqt,-6.23,,
fda_2929.pdbqt,-5.34 (invalid),,
fda_2930.pdbqt,-5.79,,
fda_2931.pdbqt,-6.19,,
fda_2932.pdbqt,-5.89,,
fda_2933.pdbqt,-5.01,,
fda_2934.pdbqt,-4.37,,
fda_2935.pdbqt,-4.34,,
fda_2936.pdbqt,-4.80,,
fda_2937.pdbqt,-6.58,,
fda_2938.pdbqt,-4.85,,
fda_2939.pdbqt,-4.94,,
fda_2940.pdbqt,-5.50 (invalid),,
fda_2941.pdbqt,-5.57 (invalid),,
fda_2942.pdbqt,-6.63,,
fda_2943.pdbqt,-5.58,,
fda_2944.pdbqt,-6.28 (invalid),,
fda_2945.pdbqt,-4.78 (invalid),,
fda_2946.pdbqt,-5.33,,
fda_2947.pdbqt,-5.33 (invalid),,
fda_2948.pdbqt,-4.96,,
fda_2949.pdbqt,-6.19,,
fda_2950.pdbqt,-5.38 (invalid),,
fda_2951.pdbqt,-7.28,-7.25 (invalid),
fda_2952.pdbqt,-5.01,,
fda_2953.pdbqt,-5.49,,
fda_2954.pdbqt,-6.04 (invalid),,
fda_2955.pdbqt,-6.10,,
fda_2956.pdbqt,-5.02 (invalid),,
fda_2957.pdbqt,-5.02,,
fda_2958.pdbqt,-6.09,,
fda_2959.pdbqt,-5.88 (invalid),,
fda_2960.pdbqt,-6.00,,
fda_2961.pdbqt,-5.47 (invalid),,
fda_2962.pdbqt,-5.85 (invalid),,
fda_2963.pdbqt,-5.18,,
fda_2964.pdbqt,-5.53 (invalid),,
fda_2965.pdbqt,-6.87 (invalid),,
fda_2966.pdbqt,-6.42,,
fda_2967.pdbqt,-6.00 (invalid),,
fda_2968.pdbqt,-5.40 (invalid),,
fda_2969.pdbqt,-5.93,,
fda_2970.pdbqt,-5.53,,
fda_2971.pdbqt,-6.12,,
fda_2972.pdbqt,-6.30,,
fda_2973.pdbqt,-6.09,,
fda_2974.pdbqt,-6.02 (invalid),,
fda_2975.pdbqt,-5.97,,
fda_2976.pdbqt,-5.65 (invalid),,
fda_2977.pdbqt,-5.78 (invalid),,
fda_2978.pdbqt,-5.37 (invalid),,
fda_2979.pdbqt,-5.92,,
fda_2980.pdbqt,-5.86 (invalid),,
fda_2981.pdbqt,-6.16 (invalid),,
fda_2982.pdbqt,-6.51 (invalid),,
fda_2983.pdbqt,-6.24 (invalid),,
fda_2984.pdbqt,-5.44 (invalid),,
fda_2985.pdbqt,-5.92,,
fda_2986.pdbqt,-5.37 (invalid),,
fda_2987.pdbqt,-5.24,,
fda_2988.pdbqt,-5.28 (invalid),,
fda_2989.pdbqt,-5.42 (invalid),,
fda_2990.pdbqt,-6.11,,
fda_2991.pdbqt,-5.66,,
fda_2992.pdbqt,-5.43,,
fda_2993.pdbqt,-4.84 (invalid),,
fda_2994.pdbqt,-5.34 (invalid),,
fda_2995.pdbqt,-5.36 (invalid),,
fda_2996.pdbqt,-5.72,,
fda_2997.pdbqt,-6.24,,
fda_2998.pdbqt,-5.50,,
fda_2999.pdbqt,-5.77,,
fda_3000.pdbqt,-5.55,,
fda_3001.pdbqt,-6.29,,
fda_3002.pdbqt,-5.23,,
fda_3003.pdbqt,-5.07 (invalid),,
fda_3004.pdbqt,-5.41,,
fda_3005.pdbqt,-5.63 (invalid),,
fda_3006.pdbqt,-5.37,,
fda_3007.pdbqt,-4.48 (invalid),,
fda_3008.pdbqt,-5.52 (invalid),,
fda_3009.pdbqt,-5.30 (invalid),,
fda_3010.pdbqt,-6.79,,
fda_3011.pdbqt,-6.35 (invalid),,
fda_3012.pdbqt,-4.01 (invalid),,
fda_3013.pdbqt,-3.09,,
fda_3014.pdbqt,-3.30,,
fda_3015.pdbqt,-4.82 (invalid),,
fda_3016.pdbqt,-2.39,,
fda_3017.pdbqt,-1.67,,
fda_3018.pdbqt,-1.13,,
fda_3019.pdbqt,-0.16,,
fda_3020.pdbqt,-1.94,,
fda_3021.pdbqt,-6.58,,
fda_3022.pdbqt,-5.85 (invalid),,
fda_3023.pdbqt,-5.36 (invalid),,
fda_3024.pdbqt,-6.05,,
fda_3025.pdbqt,-5.83,,
fda_3026.pdbqt,-5.21 (invalid),,
fda_3027.pdbqt,-5.95,,
fda_3028.pdbqt,-3.91 (invalid),,
fda_3029.pdbqt,-6.83,,
fda_3030.pdbqt,-5.66 (invalid),,
fda_3031.pdbqt,-5.84,,
fda_3032.pdbqt,-5.73,,
fda_3033.pdbqt,-5.18,,
fda_3034.pdbqt,-4.29,,
fda_3035.pdbqt,-5.09,,
fda_3036.pdbqt,-6.20 (invalid),,
fda_3037.pdbqt,-6.12 (invalid),,
fda_3038.pdbqt,-6.59 (invalid),,
fda_3039.pdbqt,-2.63,,
fda_3040.pdbqt,-4.28,,
fda_3041.pdbqt,-1.72,,
fda_3042.pdbqt,-4.13,,
fda_3043.pdbqt,-3.95,,
fda_3044.pdbqt,-5.26 (invalid),,
fda_3045.pdbqt,-3.90,,
fda_3046.pdbqt,-5.54 (invalid),,
fda_3047.pdbqt,-4.83,,
fda_3048.pdbqt,-4.41,,
fda_3049.pdbqt,-4.22,,
fda_3050.pdbqt,-4.51 (invalid),,
fda_3051.pdbqt,-5.21 (invalid),,
fda_3052.pdbqt,-5.03 (invalid),,
fda_3053.pdbqt,-4.48 (invalid),,
fda_3054.pdbqt,-7.02,,
fda_3055.pdbqt,-6.18 (invalid),,
fda_3056.pdbqt,-5.67 (invalid),,
fda_3057.pdbqt,-6.85,,
fda_3058.pdbqt,-5.58,,
fda_3059.pdbqt,-4.50 (invalid),,
fda_3060.pdbqt,-4.61,,
fda_3061.pdbqt,-4.66 (invalid),,
fda_3062.pdbqt,-3.32 (invalid),,
fda_3063.pdbqt,-5.82,,
fda_3064.pdbqt,-5.59,,
fda_3065.pdbqt,-6.07 (invalid),,
fda_3066.pdbqt,-1.28 (invalid),,
fda_3067.pdbqt,-0.82 (invalid),,
fda_3068.pdbqt,-2.98,,
fda_3069.pdbqt,-2.61 (invalid),,
fda_3070.pdbqt,-5.32,,
fda_3071.pdbqt,-5.49,,
fda_3072.pdbqt,-5.66,,
fda_3073.pdbqt,-5.53,,
fda_3074.pdbqt,-5.28 (invalid),,
fda_3075.pdbqt,-5.40 (invalid),,
fda_3076.pdbqt,-3.73 (invalid),,
fda_3077.pdbqt,-4.84,,
fda_3078.pdbqt,-6.16 (invalid),,
fda_3079.pdbqt,-7.41,-7.42,
fda_3080.pdbqt,-6.67,,
fda_3081.pdbqt,-5.78 (invalid),,
fda_3082.pdbqt,-5.87 (invalid),,
fda_3083.pdbqt,-5.81,,
fda_3084.pdbqt,-4.89,,
fda_3085.pdbqt,-5.93,,
fda_3086.pdbqt,-3.78,,
fda_3087.pdbqt,-4.97,,
fda_3088.pdbqt,-4.76,,
fda_3089.pdbqt,-6.10,,
fda_3090.pdbqt,-5.02 (invalid),,
fda_3091.pdbqt,-5.73 (invalid),,
fda_3092.pdbqt,-3.39,,
fda_3093.pdbqt,-3.73,,
fda_3094.pdbqt,-6.12 (invalid),,
fda_3095.pdbqt,-6.07 (invalid),,
fda_3096.pdbqt,-6.16 (invalid),,
fda_3097.pdbqt,-6.23 (invalid),,
fda_3098.pdbqt,-3.99,,
fda_3099.pdbqt,-4.05 (invalid),,
fda_3100.pdbqt,-3.40 (invalid),,
fda_3101.pdbqt,-4.19,,
fda_3102.pdbqt,-5.91,,
fda_3103.pdbqt,-6.18,,
fda_3104.pdbqt,-5.34 (invalid),,
fda_3105.pdbqt,-5.18,,
fda_3106.pdbqt,-5.90,,
fda_3107.pdbqt,-4.96,,
fda_3108.pdbqt,-5.63,,
fda_3109.pdbqt,-5.14,,
fda_3110.pdbqt,-5.91 (invalid),,
fda_3111.pdbqt,-4.92 (invalid),,
fda_3112.pdbqt,-4.96 (invalid),,
fda_3113.pdbqt,-5.04 (invalid),,
fda_3114.pdbqt,-4.83,,
fda_3115.pdbqt,-6.36 (invalid),,
fda_3116.pdbqt,-4.07,,
fda_3117.pdbqt,-4.75,,
fda_3118.pdbqt,-4.41,,
fda_3119.pdbqt,-6.30 (invalid),,
fda_3120.pdbqt,-5.41,,
fda_3121.pdbqt,-5.54 (invalid),,
fda_3122.pdbqt,-4.98,,
fda_3123.pdbqt,-5.18 (invalid),,
fda_3124.pdbqt,-5.30,,
fda_3125.pdbqt,-5.46 (invalid),,
fda_3126.pdbqt,-5.23,,
fda_3127.pdbqt,-3.23 (invalid),,
fda_3128.pdbqt,-4.93,,
fda_3129.pdbqt,-3.31,,
fda_3130.pdbqt,-4.64,,
fda_3131.pdbqt,-5.71 (invalid),,
fda_3132.pdbqt,-5.46 (invalid),,
fda_3133.pdbqt,-5.07,,
fda_3134.pdbqt,-6.16,,
fda_3135.pdbqt,-3.63 (invalid),,
fda_3136.pdbqt,-5.17,,
fda_3137.pdbqt,-5.49 (invalid),,
fda_3138.pdbqt,-5.80,,
fda_3139.pdbqt,-3.56,,
fda_3140.pdbqt,-7.08,,
fda_3141.pdbqt,-6.68,,
fda_3142.pdbqt,-5.70,,
fda_3143.pdbqt,-5.78,,
fda_3144.pdbqt,-3.31,,
fda_3145.pdbqt,-6.20 (invalid),,
fda_3146.pdbqt,-5.67 (invalid),,
fda_3147.pdbqt,-3.94,,
fda_3148.pdbqt,-4.25,,
fda_3149.pdbqt,-5.79,,
fda_3150.pdbqt,-6.09,,
fda_3151.pdbqt,-5.30 (invalid),,
fda_3152.pdbqt,-5.13,,
fda_3153.pdbqt,-5.67 (invalid),,
fda_3154.pdbqt,-5.33 (invalid),,
fda_3155.pdbqt,-6.32,,
fda_3156.pdbqt,-6.42 (invalid),,
fda_3157.pdbqt,-6.81,,
fda_3158.pdbqt,-6.63 (invalid),,
fda_3159.pdbqt,-3.25,,
fda_3160.pdbqt,-5.15 (invalid),,
fda_3161.pdbqt,-5.63,,
fda_3162.pdbqt,-6.11,,
fda_3163.pdbqt,-5.79,,
fda_3164.pdbqt,-6.07,,
fda_3165.pdbqt,-5.92,,
fda_3166.pdbqt,-4.58 (invalid),,
fda_3167.pdbqt,-4.36 (invalid),,
fda_3168.pdbqt,-6.60,,
fda_3169.pdbqt,-3.50,,
fda_3170.pdbqt,-3.51 (invalid),,
fda_3171.pdbqt,-3.62 (invalid),,
fda_3172.pdbqt,-5.67,,
fda_3173.pdbqt,-4.86 (invalid),,
fda_3174.pdbqt,-4.64,,
fda_3175.pdbqt,-5.27,,
fda_3176.pdbqt,-2.45 (invalid),,
fda_3177.pdbqt,-5.55 (invalid),,
fda_3178.pdbqt,-3.79,,
fda_3179.pdbqt,-4.83,,
fda_3180.pdbqt,-3.79 (invalid),,
