rank	severity	rule_id	pdb	ligand	message	count	recency	file	sample	hint	step	paths
77	soft	render.enqueue_none	3ERT	3ERT_cleaned	Controls/RDK not enqueued	1	2025-10-14 18:19:18	/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251014_181443.log	2025-10-14 18:19:18,273 - INFO - [render-enqueue] 3ERT bench_pocket1_single: receptor=/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/3ERT/receptor/3ERT_cleaned.pdb | orig=/stor/home/mpg2352/atlas/code/protein_automation/input_pdbs/3ERT.pdb | ctrl=None | rdk=None	Control selection failed or disabled; check 'hint_count' and control whitelist.	render	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/3ERT/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/3ERT/bench_pocket1_single/3ERT_cleaned__CONTROL+RDKclosest_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3ERT/bench_pocket1_single/3ERT_cleaned__CONTROL_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3ERT/bench_pocket1_single/3ERT_cleaned__CONTROL+RDKclosest_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3ERT/bench_pocket1_single/3ERT_cleaned__CONTROL_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3ERT/bench_pocket1_single/3ERT_cleaned__RDKclosest_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3ERT/bench_pocket1_single/3ERT_cleaned__RDKclosest_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3ERT/bench_pocket1_single/3ERT_cleaned__CONTROL_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3ERT/bench_pocket1_single/3ERT_cleaned__RDKclosest_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3ERT/bench_pocket1_single/3ERT_cleaned__CONTROL+RDKclosest_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3ERT/protein.log;/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251014_181443.log
78	soft	render.enqueue_none	3LXK	3LXK_cleaned	Controls/RDK not enqueued	1	2025-10-14 18:19:17	docked/3LXK/protein.log	2025-10-14 18:19:17,358 - INFO - [render-enqueue] 3LXK bench_pocket1_single: receptor=/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/3LXK/receptor/3LXK_cleaned.pdb | orig=/stor/home/mpg2352/atlas/code/protein_automation/input_pdbs/3LXK.pdb | ctrl=None | rdk=None	Control selection failed or disabled; check 'hint_count' and control whitelist.	render	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/3LXK/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/3LXK/bench_pocket1_single/3LXK_cleaned__CONTROL+RDKclosest_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3LXK/bench_pocket1_single/3LXK_cleaned__CONTROL_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3LXK/bench_pocket1_single/3LXK_cleaned__RDKclosest_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3LXK/bench_pocket1_single/3LXK_cleaned__CONTROL+RDKclosest_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3LXK/bench_pocket1_single/3LXK_cleaned__RDKclosest_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3LXK/bench_pocket1_single/3LXK_cleaned__CONTROL+RDKclosest_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3LXK/bench_pocket1_single/3LXK_cleaned__RDKclosest_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3LXK/bench_pocket1_single/3LXK_cleaned__CONTROL_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3LXK/bench_pocket1_single/3LXK_cleaned__CONTROL_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3LXK/protein.log
79	soft	render.enqueue_none	5L2I	5L2I_cleaned	Controls/RDK not enqueued	1	2025-10-14 18:19:17	docked/5L2I/protein.log	2025-10-14 18:19:17,921 - INFO - [render-enqueue] 5L2I bench_pocket1_single: receptor=/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/5L2I/receptor/5L2I_cleaned.pdb | orig=/stor/home/mpg2352/atlas/code/protein_automation/input_pdbs/5L2I.pdb | ctrl=None | rdk=None	Control selection failed or disabled; check 'hint_count' and control whitelist.	render	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/5L2I/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/5L2I/bench_pocket1_single/5L2I_cleaned__CONTROL_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/5L2I/bench_pocket1_single/5L2I_cleaned__CONTROL+RDKclosest_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/5L2I/bench_pocket1_single/5L2I_cleaned__CONTROL+RDKclosest_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/5L2I/bench_pocket1_single/5L2I_cleaned__RDKclosest_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/5L2I/bench_pocket1_single/5L2I_cleaned__CONTROL_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/5L2I/bench_pocket1_single/5L2I_cleaned__CONTROL_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/5L2I/bench_pocket1_single/5L2I_cleaned__RDKclosest_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/5L2I/bench_pocket1_single/5L2I_cleaned__CONTROL+RDKclosest_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/5L2I/bench_pocket1_single/5L2I_cleaned__RDKclosest_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/5L2I/protein.log
80	soft	render.enqueue_none	3LXK	3LXK_cleaned	Controls/RDK not enqueued	1	2025-10-14 18:19:17	/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251014_181443.log	2025-10-14 18:19:17,358 - INFO - [render-enqueue] 3LXK bench_pocket1_single: receptor=/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/3LXK/receptor/3LXK_cleaned.pdb | orig=/stor/home/mpg2352/atlas/code/protein_automation/input_pdbs/3LXK.pdb | ctrl=None | rdk=None	Control selection failed or disabled; check 'hint_count' and control whitelist.	render	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/3LXK/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/3LXK/bench_pocket1_single/3LXK_cleaned__CONTROL+RDKclosest_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3LXK/bench_pocket1_single/3LXK_cleaned__CONTROL_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3LXK/bench_pocket1_single/3LXK_cleaned__RDKclosest_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3LXK/bench_pocket1_single/3LXK_cleaned__CONTROL+RDKclosest_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3LXK/bench_pocket1_single/3LXK_cleaned__RDKclosest_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3LXK/bench_pocket1_single/3LXK_cleaned__CONTROL+RDKclosest_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3LXK/bench_pocket1_single/3LXK_cleaned__RDKclosest_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3LXK/bench_pocket1_single/3LXK_cleaned__CONTROL_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3LXK/bench_pocket1_single/3LXK_cleaned__CONTROL_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3LXK/protein.log;/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251014_181443.log
81	soft	render.enqueue_none	5L2I	5L2I_cleaned	Controls/RDK not enqueued	1	2025-10-14 18:19:17	/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251014_181443.log	2025-10-14 18:19:17,921 - INFO - [render-enqueue] 5L2I bench_pocket1_single: receptor=/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/5L2I/receptor/5L2I_cleaned.pdb | orig=/stor/home/mpg2352/atlas/code/protein_automation/input_pdbs/5L2I.pdb | ctrl=None | rdk=None	Control selection failed or disabled; check 'hint_count' and control whitelist.	render	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/5L2I/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/5L2I/bench_pocket1_single/5L2I_cleaned__CONTROL_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/5L2I/bench_pocket1_single/5L2I_cleaned__CONTROL+RDKclosest_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/5L2I/bench_pocket1_single/5L2I_cleaned__CONTROL+RDKclosest_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/5L2I/bench_pocket1_single/5L2I_cleaned__RDKclosest_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/5L2I/bench_pocket1_single/5L2I_cleaned__CONTROL_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/5L2I/bench_pocket1_single/5L2I_cleaned__CONTROL_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/5L2I/bench_pocket1_single/5L2I_cleaned__RDKclosest_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/5L2I/bench_pocket1_single/5L2I_cleaned__CONTROL+RDKclosest_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/5L2I/bench_pocket1_single/5L2I_cleaned__RDKclosest_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/5L2I/protein.log;/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251014_181443.log
82	soft	render.enqueue_none	4AG8	4AG8_cleaned	Controls/RDK not enqueued	1	2025-10-14 18:19:15	docked/4AG8/protein.log	2025-10-14 18:19:15,826 - INFO - [render-enqueue] 4AG8 bench_pocket1_single: receptor=/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/4AG8/receptor/4AG8_cleaned.pdb | orig=/stor/home/mpg2352/atlas/code/protein_automation/input_pdbs/4AG8.pdb | ctrl=None | rdk=None	Control selection failed or disabled; check 'hint_count' and control whitelist.	render	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/4AG8/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/4AG8/bench_pocket1_single/4AG8_cleaned__CONTROL_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/4AG8/bench_pocket1_single/4AG8_cleaned__RDKclosest_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/4AG8/bench_pocket1_single/4AG8_cleaned__RDKclosest_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/4AG8/bench_pocket1_single/4AG8_cleaned__CONTROL_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/4AG8/bench_pocket1_single/4AG8_cleaned__CONTROL+RDKclosest_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/4AG8/bench_pocket1_single/4AG8_cleaned__RDKclosest_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/4AG8/bench_pocket1_single/4AG8_cleaned__CONTROL+RDKclosest_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/4AG8/bench_pocket1_single/4AG8_cleaned__CONTROL+RDKclosest_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/4AG8/bench_pocket1_single/4AG8_cleaned__CONTROL_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/4AG8/protein.log
83	soft	render.enqueue_none	4XV2	4XV2_cleaned	Controls/RDK not enqueued	1	2025-10-14 18:19:15	docked/4XV2/protein.log	2025-10-14 18:19:15,760 - INFO - [render-enqueue] 4XV2 bench_pocket1_single: receptor=/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/4XV2/receptor/4XV2_cleaned.pdb | orig=/stor/home/mpg2352/atlas/code/protein_automation/input_pdbs/4XV2.pdb | ctrl=None | rdk=None	Control selection failed or disabled; check 'hint_count' and control whitelist.	render	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/4XV2/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/4XV2/bench_pocket1_single/4XV2_cleaned__RDKclosest_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/4XV2/bench_pocket1_single/4XV2_cleaned__CONTROL_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/4XV2/bench_pocket1_single/4XV2_cleaned__RDKclosest_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/4XV2/bench_pocket1_single/4XV2_cleaned__CONTROL_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/4XV2/bench_pocket1_single/4XV2_cleaned__CONTROL+RDKclosest_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/4XV2/bench_pocket1_single/4XV2_cleaned__CONTROL_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/4XV2/bench_pocket1_single/4XV2_cleaned__CONTROL+RDKclosest_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/4XV2/bench_pocket1_single/4XV2_cleaned__RDKclosest_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/4XV2/bench_pocket1_single/4XV2_cleaned__CONTROL+RDKclosest_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/4XV2/protein.log
84	soft	render.enqueue_none	4XV2	4XV2_cleaned	Controls/RDK not enqueued	1	2025-10-14 18:19:15	/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251014_181443.log	2025-10-14 18:19:15,760 - INFO - [render-enqueue] 4XV2 bench_pocket1_single: receptor=/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/4XV2/receptor/4XV2_cleaned.pdb | orig=/stor/home/mpg2352/atlas/code/protein_automation/input_pdbs/4XV2.pdb | ctrl=None | rdk=None	Control selection failed or disabled; check 'hint_count' and control whitelist.	render	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/4XV2/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/4XV2/bench_pocket1_single/4XV2_cleaned__RDKclosest_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/4XV2/bench_pocket1_single/4XV2_cleaned__CONTROL_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/4XV2/bench_pocket1_single/4XV2_cleaned__RDKclosest_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/4XV2/bench_pocket1_single/4XV2_cleaned__CONTROL_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/4XV2/bench_pocket1_single/4XV2_cleaned__CONTROL+RDKclosest_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/4XV2/bench_pocket1_single/4XV2_cleaned__CONTROL_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/4XV2/bench_pocket1_single/4XV2_cleaned__CONTROL+RDKclosest_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/4XV2/bench_pocket1_single/4XV2_cleaned__RDKclosest_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/4XV2/bench_pocket1_single/4XV2_cleaned__CONTROL+RDKclosest_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/4XV2/protein.log;/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251014_181443.log
85	soft	render.enqueue_none	4AG8	4AG8_cleaned	Controls/RDK not enqueued	1	2025-10-14 18:19:15	/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251014_181443.log	2025-10-14 18:19:15,826 - INFO - [render-enqueue] 4AG8 bench_pocket1_single: receptor=/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/4AG8/receptor/4AG8_cleaned.pdb | orig=/stor/home/mpg2352/atlas/code/protein_automation/input_pdbs/4AG8.pdb | ctrl=None | rdk=None	Control selection failed or disabled; check 'hint_count' and control whitelist.	render	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/4AG8/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/4AG8/bench_pocket1_single/4AG8_cleaned__CONTROL_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/4AG8/bench_pocket1_single/4AG8_cleaned__RDKclosest_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/4AG8/bench_pocket1_single/4AG8_cleaned__RDKclosest_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/4AG8/bench_pocket1_single/4AG8_cleaned__CONTROL_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/4AG8/bench_pocket1_single/4AG8_cleaned__CONTROL+RDKclosest_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/4AG8/bench_pocket1_single/4AG8_cleaned__RDKclosest_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/4AG8/bench_pocket1_single/4AG8_cleaned__CONTROL+RDKclosest_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/4AG8/bench_pocket1_single/4AG8_cleaned__CONTROL+RDKclosest_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/4AG8/bench_pocket1_single/4AG8_cleaned__CONTROL_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/4AG8/protein.log;/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251014_181443.log
86	soft	render.enqueue_none	1T46	1T46_cleaned	Controls/RDK not enqueued	1	2025-10-14 18:19:14	docked/1T46/protein.log	2025-10-14 18:19:14,957 - INFO - [render-enqueue] 1T46 bench_pocket1_single: receptor=/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/1T46/receptor/1T46_cleaned.pdb | orig=/stor/home/mpg2352/atlas/code/protein_automation/input_pdbs/1T46.pdb | ctrl=None | rdk=None	Control selection failed or disabled; check 'hint_count' and control whitelist.	render	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/1T46/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/1T46/bench_pocket1_single/1T46_cleaned__CONTROL_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/1T46/bench_pocket1_single/1T46_cleaned__RDKclosest_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/1T46/bench_pocket1_single/1T46_cleaned__RDKclosest_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/1T46/bench_pocket1_single/1T46_cleaned__CONTROL+RDKclosest_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/1T46/bench_pocket1_single/1T46_cleaned__CONTROL+RDKclosest_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/1T46/bench_pocket1_single/1T46_cleaned__CONTROL+RDKclosest_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/1T46/bench_pocket1_single/1T46_cleaned__RDKclosest_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/1T46/bench_pocket1_single/1T46_cleaned__CONTROL_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/1T46/bench_pocket1_single/1T46_cleaned__CONTROL_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/1T46/protein.log
87	soft	render.enqueue_none	3ZBF	3ZBF_cleaned	Controls/RDK not enqueued	1	2025-10-14 18:19:14	docked/3ZBF/protein.log	2025-10-14 18:19:14,428 - INFO - [render-enqueue] 3ZBF bench_pocket1_single: receptor=/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/3ZBF/receptor/3ZBF_cleaned.pdb | orig=/stor/home/mpg2352/atlas/code/protein_automation/input_pdbs/3ZBF.pdb | ctrl=None | rdk=None	Control selection failed or disabled; check 'hint_count' and control whitelist.	render	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/3ZBF/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/3ZBF/bench_pocket1_single/3ZBF_cleaned__CONTROL_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3ZBF/bench_pocket1_single/3ZBF_cleaned__CONTROL_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3ZBF/bench_pocket1_single/3ZBF_cleaned__CONTROL+RDKclosest_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3ZBF/bench_pocket1_single/3ZBF_cleaned__CONTROL+RDKclosest_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3ZBF/bench_pocket1_single/3ZBF_cleaned__CONTROL_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3ZBF/bench_pocket1_single/3ZBF_cleaned__RDKclosest_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3ZBF/bench_pocket1_single/3ZBF_cleaned__RDKclosest_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3ZBF/bench_pocket1_single/3ZBF_cleaned__CONTROL+RDKclosest_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3ZBF/bench_pocket1_single/3ZBF_cleaned__RDKclosest_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3ZBF/protein.log
88	soft	render.enqueue_none	6JQR	6JQR_cleaned	Controls/RDK not enqueued	1	2025-10-14 18:19:14	docked/6JQR/protein.log	2025-10-14 18:19:14,795 - INFO - [render-enqueue] 6JQR bench_pocket1_single: receptor=/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/6JQR/receptor/6JQR_cleaned.pdb | orig=/stor/home/mpg2352/atlas/code/protein_automation/input_pdbs/6JQR.pdb | ctrl=None | rdk=None	Control selection failed or disabled; check 'hint_count' and control whitelist.	render	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/6JQR/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/6JQR/bench_pocket1_single/6JQR_cleaned__RDKclosest_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/6JQR/bench_pocket1_single/6JQR_cleaned__CONTROL+RDKclosest_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/6JQR/bench_pocket1_single/6JQR_cleaned__CONTROL_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/6JQR/bench_pocket1_single/6JQR_cleaned__RDKclosest_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/6JQR/bench_pocket1_single/6JQR_cleaned__CONTROL+RDKclosest_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/6JQR/bench_pocket1_single/6JQR_cleaned__RDKclosest_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/6JQR/bench_pocket1_single/6JQR_cleaned__CONTROL+RDKclosest_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/6JQR/bench_pocket1_single/6JQR_cleaned__CONTROL_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/6JQR/bench_pocket1_single/6JQR_cleaned__CONTROL_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/6JQR/protein.log
89	soft	render.enqueue_none	3ZBF	3ZBF_cleaned	Controls/RDK not enqueued	1	2025-10-14 18:19:14	/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251014_181443.log	2025-10-14 18:19:14,428 - INFO - [render-enqueue] 3ZBF bench_pocket1_single: receptor=/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/3ZBF/receptor/3ZBF_cleaned.pdb | orig=/stor/home/mpg2352/atlas/code/protein_automation/input_pdbs/3ZBF.pdb | ctrl=None | rdk=None	Control selection failed or disabled; check 'hint_count' and control whitelist.	render	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/3ZBF/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/3ZBF/bench_pocket1_single/3ZBF_cleaned__CONTROL_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3ZBF/bench_pocket1_single/3ZBF_cleaned__CONTROL_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3ZBF/bench_pocket1_single/3ZBF_cleaned__CONTROL+RDKclosest_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3ZBF/bench_pocket1_single/3ZBF_cleaned__CONTROL+RDKclosest_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3ZBF/bench_pocket1_single/3ZBF_cleaned__CONTROL_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3ZBF/bench_pocket1_single/3ZBF_cleaned__RDKclosest_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3ZBF/bench_pocket1_single/3ZBF_cleaned__RDKclosest_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3ZBF/bench_pocket1_single/3ZBF_cleaned__CONTROL+RDKclosest_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3ZBF/bench_pocket1_single/3ZBF_cleaned__RDKclosest_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/3ZBF/protein.log;/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251014_181443.log
90	soft	render.enqueue_none	6JQR	6JQR_cleaned	Controls/RDK not enqueued	1	2025-10-14 18:19:14	/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251014_181443.log	2025-10-14 18:19:14,795 - INFO - [render-enqueue] 6JQR bench_pocket1_single: receptor=/stor/home/mpg2352/atlas/code/protein_automation/processed_pdbs/6JQR/receptor/6JQR_cleaned.pdb | orig=/stor/home/mpg2352/atlas/code/protein_automation/input_pdbs/6JQR.pdb | ctrl=None | rdk=None	Control selection failed or disabled; check 'hint_count' and control whitelist.	render	/stor/home/mpg2352/atlas/code/protein_automation/prepped_ligands/6JQR/ligand_prep_status.tsv;/stor/home/mpg2352/atlas/code/protein_automation/docked/6JQR/bench_pocket1_single/6JQR_cleaned__RDKclosest_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/6JQR/bench_pocket1_single/6JQR_cleaned__CONTROL+RDKclosest_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/6JQR/bench_pocket1_single/6JQR_cleaned__CONTROL_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/6JQR/bench_pocket1_single/6JQR_cleaned__RDKclosest_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/6JQR/bench_pocket1_single/6JQR_cleaned__CONTROL+RDKclosest_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/6JQR/bench_pocket1_single/6JQR_cleaned__RDKclosest_side.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/6JQR/bench_pocket1_single/6JQR_cleaned__CONTROL+RDKclosest_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/6JQR/bench_pocket1_single/6JQR_cleaned__CONTROL_top.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/6JQR/bench_pocket1_single/6JQR_cleaned__CONTROL_front.png;/stor/home/mpg2352/atlas/code/protein_automation/docked/6JQR/protein.log;/stor/home/mpg2352/atlas/code/protein_automation/logs/bench_20251014_181443.log
