Ligand ID,Protein PDB ID,Best Score
fda_1851,1M17,-5.63
fda_1851,10GS,-5.48
fda_1852,10GS,-6.31
fda_1852,1M17,-6.25
fda_1853,1M17,-6.34
fda_1853,10GS,-6.22
fda_1854,10GS,-6.36
fda_1854,1M17,-6.32
fda_1855,10GS,-6.64
fda_1855,1M17,-6.34
fda_1857,10GS,-7.58
fda_1861,1M17,-5.57
fda_1861,10GS,-5.24
fda_1862,10GS,-4.39
fda_1862,1M17,-4.34
fda_1863,1M17,-9.78
fda_1863,10GS,-8.67
fda_1868,1M17,-8.53
fda_1868,10GS,-8.17
fda_1869,10GS,-8.06
fda_1869,1M17,-8.04
fda_1871,10GS,-6.46
fda_1871,1M17,-6.39
fda_1872,1M17,-6.67
fda_1872,10GS,-6.11
fda_1873,1M17,-7.51
fda_1873,10GS,-6.9
fda_1874,10GS,-7.15
fda_1874,1M17,-7.07
fda_1876,10GS,-6.17
fda_1876,1M17,-6.07
fda_1880,1M17,-6.57
fda_1880,10GS,-6.13
fda_1883,10GS,-6.96
fda_1883,1M17,-6.55
fda_1887,10GS,-7.05
fda_1891,10GS,-7.24
fda_1893,1M17,-7.42
fda_1893,10GS,-6.57
fda_1894,10GS,-6.67
fda_1894,1M17,-6.54
fda_1895,1M17,-7.42
fda_1895,10GS,-7.29
fda_1896,10GS,-6.36
fda_1897,10GS,-5.99
fda_1898,10GS,-6.66
fda_1899,10GS,-5.9
fda_1899,1M17,-5.63
fda_1900,10GS,-7.65
fda_1903,10GS,-4.56
fda_1904,10GS,-6.31
fda_1907,10GS,-7.45
fda_1909,10GS,-7.65
fda_1910,10GS,-7.77
fda_1912,10GS,-8.27
fda_1913,1M17,-5.96
fda_1913,10GS,-5.83
fda_1916,10GS,-6.4
fda_1916,1M17,-6.24
fda_1918,10GS,-6.01
fda_1918,1M17,-5.59
fda_1919,10GS,-6.03
fda_1919,1M17,-5.57
fda_1920,10GS,-5.77
fda_1920,1M17,-5.63
fda_1921,1M17,-5.1
fda_1921,10GS,-4.85
fda_1922,1M17,-6.87
fda_1922,10GS,-6.23
fda_1923,1M17,-6.57
fda_1924,10GS,-6.75
fda_1924,1M17,-6.74
fda_1925,10GS,-6.85
fda_1925,1M17,-6.28
fda_1928,10GS,-6.98
fda_1928,1M17,-6.95
fda_1929,10GS,-5.91
fda_1930,10GS,-4.97
fda_1931,10GS,-7.4
fda_1931,1M17,-7.08
fda_1932,10GS,-7.03
fda_1933,10GS,-6.8
fda_1936,1M17,-6.52
fda_1936,10GS,-6.23
fda_1937,10GS,-6.34
fda_1937,1M17,-6.14
fda_1940,10GS,-7.61
fda_1940,1M17,-7.41
fda_1941,10GS,-6.27
fda_1941,1M17,-5.94
fda_1942,1M17,-5.88
fda_1942,10GS,-5.41
fda_1943,10GS,-7.64
fda_1943,1M17,-7.33
fda_1946,10GS,-5.12
fda_1946,1M17,-4.94
fda_1947,10GS,-4.95
fda_1948,10GS,-7.07
fda_1948,1M17,-6.43
fda_1949,10GS,-5.96
fda_1949,1M17,-5.89
fda_1951,1M17,-6.86
fda_1951,10GS,-6.59
fda_1952,1M17,-7.04
fda_1952,10GS,-6.32
fda_1953,10GS,-7.1
fda_1955,1M17,-5.44
fda_1955,10GS,-5.23
fda_1956,10GS,-6.89
fda_1957,1M17,-7.12
fda_1957,10GS,-6.79
fda_1959,10GS,-6.21
fda_1960,1M17,-7.03
fda_1960,10GS,-6.36
fda_1961,10GS,-6.28
fda_1962,10GS,-6.15
fda_1965,10GS,-5.94
fda_1965,1M17,-5.46
fda_1966,10GS,-6.72
fda_1966,1M17,-6.54
fda_1967,10GS,-6.74
fda_1967,1M17,-6.29
fda_1968,10GS,-6.92
fda_1969,1M17,-6.27
fda_1969,10GS,-6.2
fda_1970,10GS,-6.38
fda_1971,10GS,-6.99
fda_1971,1M17,-6.74
fda_1972,10GS,-9.03
fda_1973,10GS,-9.22
fda_1974,10GS,-10.63
fda_1975,10GS,-9.83
fda_1976,10GS,-8.72
fda_1977,10GS,-8.13
fda_1978,10GS,-8.83
fda_1979,10GS,-8.61
fda_1984,10GS,-2.37
fda_1984,1M17,-2.33
fda_1985,10GS,-10.64
fda_1985,1M17,-9.51
fda_1994,10GS,-9.33
fda_1999,10GS,-7.41
fda_1999,1M17,-6.67
fda_2000,10GS,-5.54
fda_2002,10GS,-5.84
fda_2003,10GS,-5.72
fda_2004,10GS,-9.14
fda_2005,10GS,-9.03
fda_2006,10GS,-9.28
fda_2007,10GS,-8.98
fda_2008,10GS,-5.94
fda_2009,1M17,-5.77
fda_2009,10GS,-4.71
fda_2010,1M17,-5.78
fda_2010,10GS,-4.74
fda_2011,1M17,-5.76
fda_2011,10GS,-4.78
fda_2012,10GS,-6.73
fda_2013,10GS,-6.95
fda_2013,1M17,-6.87
fda_2014,10GS,-7.59
fda_2015,10GS,-7.03
fda_2021,1M17,-7.65
fda_2021,10GS,-6.33
fda_2022,1M17,-7.45
fda_2022,10GS,-7.01
fda_2023,10GS,-8.04
fda_2023,1M17,-8.0
fda_2024,1M17,-8.14
fda_2024,10GS,-7.54
fda_2025,10GS,-8.05
fda_2025,1M17,-7.02
fda_2026,10GS,-8.14
fda_2026,1M17,-7.19
fda_2027,1M17,-7.12
fda_2027,10GS,-6.43
fda_2028,10GS,-7.97
fda_2028,1M17,-6.46
fda_2029,1M17,-6.83
fda_2029,10GS,-6.42
fda_2030,1M17,-3.87
fda_2030,10GS,-3.76
fda_2036,10GS,-6.88
fda_2040,10GS,-6.43
fda_2042,10GS,-5.78
fda_2043,10GS,-6.28
fda_2047,1M17,-8.29
fda_2047,10GS,-8.15
fda_2048,10GS,-3.46
fda_2049,10GS,-9.41
fda_2055,10GS,-6.81
fda_2066,1M17,-8.2
fda_2066,10GS,-7.66
fda_2067,10GS,-7.23
fda_2068,1M17,-8.46
fda_2068,10GS,-7.99
fda_2069,1M17,-8.07
fda_2069,10GS,-7.03
fda_2074,10GS,-6.8
fda_2074,1M17,-6.52
fda_2075,10GS,-8.09
fda_2075,1M17,-6.52
fda_2076,10GS,-7.48
fda_2076,1M17,-7.07
fda_2077,10GS,-8.16
fda_2077,1M17,-7.41
fda_2080,10GS,-6.71
fda_2081,1M17,-6.79
fda_2081,10GS,-6.77
fda_2082,10GS,-7.07
fda_2082,1M17,-6.71
fda_2083,10GS,-6.46
fda_2085,10GS,-5.79
fda_2088,1M17,-5.7
fda_2088,10GS,-5.03
fda_2089,10GS,-7.26
fda_2089,1M17,-6.88
fda_2090,10GS,-7.41
fda_2090,1M17,-6.99
fda_2099,10GS,-6.26
fda_2101,10GS,-6.48
fda_2104,10GS,-6.12
fda_2105,10GS,-8.86
fda_2106,10GS,-6.93
fda_2107,10GS,-6.92
fda_2111,10GS,-6.17
fda_2113,1M17,-5.21
fda_2114,10GS,-7.63
fda_2115,1M17,-7.8
fda_2115,10GS,-7.34
fda_2116,10GS,-7.75
fda_2117,10GS,-8.23
fda_2120,10GS,-7.69
fda_2122,10GS,-7.55
fda_2122,1M17,-7.39
fda_2123,1M17,-7.35
fda_2123,10GS,-6.8
fda_2124,1M17,-7.56
fda_2125,10GS,-4.27
fda_2125,1M17,-3.9
fda_2128,10GS,-7.03
fda_2128,1M17,-6.88
fda_2129,1M17,-6.66
fda_2129,10GS,-6.28
fda_2130,10GS,-6.28
fda_2130,1M17,-6.05
fda_2131,1M17,-7.19
fda_2131,10GS,-6.92
fda_2132,1M17,-6.73
fda_2132,10GS,-6.34
fda_2134,1M17,-7.45
fda_2134,10GS,-6.62
fda_2135,10GS,-7.5
fda_2136,1M17,-7.28
fda_2136,10GS,-6.45
fda_2137,1M17,-5.65
fda_2137,10GS,-5.3
fda_2138,1M17,-5.66
fda_2138,10GS,-5.16
fda_2139,10GS,-5.48
fda_2139,1M17,-5.48
fda_2140,10GS,-6.1
fda_2140,1M17,-5.43
fda_2141,10GS,-5.98
fda_2141,1M17,-5.79
fda_2142,1M17,-6.8
fda_2142,10GS,-5.68
fda_2146,10GS,-4.29
fda_2147,10GS,-6.54
fda_2148,1M17,-6.75
fda_2148,10GS,-6.48
fda_2151,1M17,-7.24
fda_2151,10GS,-7.11
fda_2152,10GS,-7.65
fda_2153,10GS,-6.96
fda_2158,1M17,-7.2
fda_2158,10GS,-7.01
fda_2159,10GS,-7.1
fda_2161,10GS,-6.23
fda_2162,10GS,-7.14
fda_2162,1M17,-6.76
fda_2163,1M17,-6.76
fda_2163,10GS,-6.2
fda_2165,10GS,-6.91
fda_2166,10GS,-6.16
fda_2166,1M17,-6.12
fda_2167,10GS,-8.73
fda_2168,1M17,-5.11
fda_2169,10GS,-5.22
fda_2170,10GS,-8.2
fda_2170,1M17,-7.87
fda_2171,1M17,-5.91
fda_2171,10GS,-5.78
fda_2172,1M17,-7.5
fda_2172,10GS,-7.46
fda_2175,1M17,-8.04
fda_2175,10GS,-7.01
fda_2176,1M17,-7.45
fda_2176,10GS,-6.93
fda_2177,10GS,-7.35
fda_2177,1M17,-6.88
fda_2178,10GS,-8.15
fda_2178,1M17,-7.94
fda_2179,10GS,-6.61
fda_2179,1M17,-6.4
fda_2180,1M17,-6.41
fda_2180,10GS,-5.96
fda_2181,10GS,-7.43
fda_2181,1M17,-7.21
fda_2182,10GS,-8.44
fda_2182,1M17,-7.32
fda_2184,1M17,-6.76
fda_2184,10GS,-6.75
fda_2185,10GS,-7.19
fda_2185,1M17,-6.73
fda_2192,10GS,-6.15
fda_2194,10GS,-7.52
fda_2194,1M17,-7.06
fda_2195,10GS,-6.06
fda_2195,1M17,-5.74
fda_2196,1M17,-6.39
fda_2197,1M17,-6.3
fda_2197,10GS,-6.15
fda_2199,10GS,-5.37
fda_2200,1M17,-6.96
fda_2200,10GS,-6.63
fda_2201,10GS,-8.41
fda_2202,10GS,-7.38
fda_2203,10GS,-6.74
fda_2204,10GS,-5.81
fda_2204,1M17,-5.7
fda_2205,10GS,-6.48
fda_2207,10GS,-4.76
fda_2209,10GS,-7.36
fda_2209,1M17,-6.92
fda_2211,10GS,-5.86
fda_2211,1M17,-5.32
fda_2212,10GS,-7.36
fda_2212,1M17,-6.87
fda_2213,10GS,-7.26
fda_2213,1M17,-6.72
fda_2214,10GS,-7.46
fda_2215,1M17,-7.24
fda_2215,10GS,-6.52
fda_2216,10GS,-7.54
fda_2218,1M17,-6.99
fda_2218,10GS,-6.63
fda_2219,1M17,-7.5
fda_2219,10GS,-7.03
fda_2220,10GS,-7.73
fda_2220,1M17,-6.61
fda_2221,10GS,-6.5
fda_2223,1M17,-5.74
fda_2223,10GS,-5.71
fda_2225,10GS,-8.5
fda_2226,10GS,-8.25
fda_2227,10GS,-8.47
fda_2228,10GS,-8.26
fda_2230,1M17,-9.2
fda_2230,10GS,-8.21
fda_2231,1M17,-8.4
fda_2231,10GS,-7.97
fda_2232,1M17,-7.59
fda_2232,10GS,-7.43
fda_2233,10GS,-7.28
fda_2233,1M17,-7.25
fda_2234,1M17,-7.49
fda_2234,10GS,-7.42
fda_2235,10GS,-7.55
fda_2236,10GS,-6.1
fda_2237,10GS,-5.97
fda_2238,10GS,-5.78
fda_2239,10GS,-7.07
fda_2240,10GS,-6.6
fda_2240,1M17,-6.13
fda_2241,10GS,-7.18
fda_2242,10GS,-6.79
fda_2243,1M17,-8.19
fda_2243,10GS,-7.98
fda_2244,10GS,-7.95
fda_2245,10GS,-8.38
fda_2245,1M17,-8.2
fda_2246,1M17,-8.12
fda_2246,10GS,-8.06
fda_2247,10GS,-5.94
fda_2247,1M17,-5.89
fda_2248,10GS,-6.51
fda_2250,10GS,-8.0
fda_2251,10GS,-8.64
fda_2253,10GS,-6.47
fda_2256,1M17,-7.7
fda_2256,10GS,-7.28
fda_2257,1M17,-7.79
fda_2257,10GS,-7.41
fda_2258,1M17,-7.99
fda_2258,10GS,-7.55
fda_2259,10GS,-7.67
fda_2264,10GS,-7.62
fda_2265,10GS,-8.13
fda_2266,1M17,-8.61
fda_2266,10GS,-8.08
fda_2267,1M17,-8.97
fda_2267,10GS,-8.56
fda_2268,10GS,-7.52
fda_2268,1M17,-7.46
fda_2269,1M17,-7.35
fda_2269,10GS,-7.02
fda_2270,1M17,-8.63
fda_2270,10GS,-8.18
fda_2271,1M17,-8.53
fda_2271,10GS,-7.96
fda_2272,1M17,-7.66
fda_2272,10GS,-7.15
fda_2273,1M17,-7.67
fda_2273,10GS,-7.63
fda_2274,1M17,-7.77
fda_2274,10GS,-7.7
fda_2275,1M17,-8.52
fda_2275,10GS,-7.46
fda_2276,10GS,-7.67
fda_2277,1M17,-8.21
fda_2277,10GS,-7.69
fda_2278,1M17,-8.03
fda_2278,10GS,-7.4
fda_2279,10GS,-8.11
fda_2279,1M17,-7.73
fda_2280,10GS,-8.32
fda_2280,1M17,-8.02
fda_2281,1M17,-9.36
fda_2281,10GS,-8.48
fda_2282,1M17,-9.61
fda_2282,10GS,-8.63
fda_2283,10GS,-9.35
fda_2283,1M17,-9.13
fda_2284,1M17,-7.95
fda_2284,10GS,-7.87
fda_2285,1M17,-7.3
fda_2285,10GS,-6.84
fda_2286,10GS,-5.15
fda_2287,10GS,-6.33
fda_2290,1M17,-4.33
fda_2290,10GS,-4.01
fda_2293,10GS,-4.61
fda_2294,10GS,-4.83
fda_2296,10GS,-4.35
fda_2299,10GS,-4.36
fda_2303,1M17,-7.57
fda_2303,10GS,-6.92
fda_2305,10GS,-6.99
fda_2305,1M17,-6.83
fda_2311,1M17,-7.76
fda_2311,10GS,-7.73
fda_2312,1M17,-7.55
fda_2312,10GS,-7.25
fda_2313,10GS,-7.44
fda_2313,1M17,-7.26
fda_2314,10GS,-5.72
fda_2314,1M17,-5.23
fda_2315,10GS,-6.2
fda_2316,10GS,-6.4
fda_2317,1M17,-9.24
fda_2317,10GS,-7.92
fda_2318,1M17,-7.34
fda_2319,1M17,-7.8
fda_2319,10GS,-7.63
fda_2320,10GS,-7.86
fda_2320,1M17,-7.17
fda_2321,10GS,-8.76
fda_2324,1M17,-6.27
fda_2324,10GS,-6.09
fda_2327,1M17,-6.74
fda_2327,10GS,-6.7
fda_2328,1M17,-5.89
fda_2328,10GS,-5.83
fda_2330,10GS,-7.21
fda_2331,10GS,-6.2
fda_2332,10GS,-7.2
fda_2332,1M17,-7.07
fda_2333,1M17,-7.22
fda_2333,10GS,-6.12
fda_2334,10GS,-7.75
fda_2334,1M17,-7.07
fda_2335,1M17,-8.53
fda_2335,10GS,-8.0
fda_2337,1M17,-7.63
fda_2337,10GS,-7.35
fda_2340,10GS,-6.92
fda_2341,10GS,-6.93
fda_2341,1M17,-6.27
fda_2343,10GS,-5.83
fda_2343,1M17,-5.38
fda_2344,10GS,-8.2
fda_2344,1M17,-8.03
fda_2345,1M17,-8.45
fda_2345,10GS,-8.38
fda_2346,10GS,-5.26
fda_2354,1M17,-8.56
fda_2354,10GS,-7.91
fda_2355,10GS,-6.06
fda_2355,1M17,-5.97
fda_2356,10GS,-7.11
fda_2356,1M17,-6.86
fda_2357,10GS,-7.78
fda_2357,1M17,-7.58
fda_2358,1M17,-8.35
fda_2358,10GS,-7.56
fda_2359,1M17,-6.48
fda_2359,10GS,-6.31
fda_2360,10GS,-6.04
fda_2361,10GS,-6.68
fda_2361,1M17,-6.52
fda_2362,1M17,-8.04
fda_2362,10GS,-7.45
fda_2364,1M17,-6.92
fda_2364,10GS,-6.9
fda_2365,1M17,-8.26
fda_2365,10GS,-7.37
fda_2366,10GS,-7.06
fda_2367,1M17,-6.42
fda_2367,10GS,-6.27
fda_2372,1M17,-8.61
fda_2372,10GS,-8.32
fda_2373,1M17,-8.21
fda_2373,10GS,-7.82
fda_2375,10GS,-4.62
fda_2378,10GS,-6.37
fda_2378,1M17,-6.19
fda_2379,1M17,-7.01
fda_2379,10GS,-6.44
fda_2385,10GS,-7.42
fda_2386,1M17,-7.18
fda_2386,10GS,-6.99
fda_2388,1M17,-7.05
fda_2388,10GS,-6.92
fda_2389,1M17,-4.12
fda_2390,10GS,-8.45
fda_2391,1M17,-5.95
fda_2391,10GS,-5.38
fda_2392,10GS,-4.59
fda_2393,10GS,-5.07
fda_2394,10GS,-5.81
fda_2395,1M17,-6.75
fda_2395,10GS,-6.34
fda_2396,1M17,-5.67
fda_2396,10GS,-5.21
fda_2397,1M17,-5.27
fda_2397,10GS,-5.18
fda_2398,1M17,-6.39
fda_2399,1M17,-5.88
fda_2399,10GS,-5.51
fda_2400,10GS,-5.86
fda_2401,10GS,-7.2
fda_2401,1M17,-7.13
fda_2402,1M17,-6.33
fda_2402,10GS,-6.06
fda_2403,1M17,-5.85
fda_2403,10GS,-5.82
fda_2404,1M17,-5.76
fda_2404,10GS,-5.71
fda_2406,10GS,-5.8
fda_2406,1M17,-5.63
fda_2408,1M17,-5.5
fda_2408,10GS,-5.33
fda_2409,1M17,-4.98
fda_2409,10GS,-4.74
fda_2410,10GS,-4.57
fda_2411,1M17,-5.65
fda_2411,10GS,-5.49
fda_2412,1M17,-5.74
fda_2412,10GS,-5.29
fda_2417,10GS,-5.67
fda_2420,10GS,-7.58
fda_2422,10GS,-7.26
fda_2423,10GS,-7.45
fda_2425,1M17,-8.35
fda_2425,10GS,-8.19
fda_2426,1M17,-8.39
fda_2426,10GS,-8.27
fda_2427,1M17,-8.61
fda_2427,10GS,-8.19
fda_2428,1M17,-8.96
fda_2428,10GS,-8.37
fda_2434,1M17,-8.62
fda_2434,10GS,-8.15
fda_2435,10GS,-7.93
fda_2435,1M17,-7.7
fda_2436,10GS,-7.95
fda_2437,10GS,-8.55
fda_2438,10GS,-8.02
fda_2441,10GS,-8.02
fda_2442,10GS,-8.06
fda_2443,10GS,-8.47
fda_2444,10GS,-7.42
fda_2445,10GS,-5.97
fda_2446,10GS,-6.01
fda_2448,10GS,-5.96
fda_2452,1M17,-8.41
fda_2452,10GS,-7.97
fda_2453,10GS,-8.04
fda_2454,10GS,-7.71
fda_2455,10GS,-7.69
fda_2459,10GS,-8.44
fda_2460,10GS,-8.69
fda_2460,1M17,-8.24
fda_2461,10GS,-8.51
fda_2461,1M17,-8.28
fda_2463,10GS,-7.95
fda_2464,10GS,-7.98
fda_2465,1M17,-7.77
fda_2465,10GS,-7.64
fda_2466,1M17,-8.16
fda_2466,10GS,-7.71
fda_2467,10GS,-7.94
fda_2467,1M17,-7.26
fda_2468,1M17,-8.72
fda_2468,10GS,-7.83
fda_2469,10GS,-7.89
fda_2469,1M17,-6.39
fda_2470,1M17,-6.93
fda_2470,10GS,-6.53
fda_2471,10GS,-6.88
fda_2472,1M17,-7.67
fda_2472,10GS,-7.09
fda_2473,10GS,-6.9
fda_2474,10GS,-6.77
fda_2475,1M17,-7.33
fda_2475,10GS,-6.96
fda_2476,1M17,-8.46
fda_2476,10GS,-7.96
fda_2477,10GS,-8.15
fda_2477,1M17,-8.06
fda_2478,10GS,-8.04
fda_2479,10GS,-8.1
fda_2479,1M17,-7.88
fda_2480,10GS,-7.32
fda_2481,10GS,-8.29
fda_2482,10GS,-8.49
fda_2483,10GS,-6.33
fda_2485,10GS,-5.86
fda_2487,10GS,-6.68
fda_2488,10GS,-6.55
fda_2489,10GS,-6.98
fda_2490,1M17,-7.91
fda_2490,10GS,-7.13
fda_2491,10GS,-6.82
fda_2492,1M17,-7.71
fda_2492,10GS,-6.78
fda_2493,10GS,-7.23
fda_2494,1M17,-7.4
fda_2494,10GS,-7.13
fda_2495,1M17,-7.77
fda_2495,10GS,-7.57
fda_2496,1M17,-7.88
fda_2496,10GS,-7.37
fda_2500,10GS,-7.71
fda_2501,10GS,-7.67
fda_2502,10GS,-7.77
fda_2503,1M17,-7.63
fda_2503,10GS,-7.38
fda_2505,10GS,-7.89
fda_2506,1M17,-6.35
fda_2506,10GS,-6.21
fda_2508,1M17,-5.82
fda_2508,10GS,-4.73
fda_2509,10GS,-4.61
fda_2510,1M17,-5.16
fda_2510,10GS,-4.62
fda_2511,1M17,-5.05
fda_2511,10GS,-4.85
fda_2513,10GS,-8.49
fda_2513,1M17,-7.92
fda_2514,10GS,-7.52
fda_2514,1M17,-7.29
fda_2515,1M17,-7.6
fda_2515,10GS,-7.27
fda_2516,10GS,-7.4
fda_2516,1M17,-7.15
fda_2517,1M17,-5.81
fda_2517,10GS,-5.75
fda_2522,10GS,-6.75
fda_2523,10GS,-7.16
fda_2523,1M17,-6.93
fda_2524,10GS,-7.18
fda_2525,1M17,-6.79
fda_2525,10GS,-6.72
fda_2526,10GS,-6.31
fda_2526,1M17,-6.27
fda_2527,10GS,-7.66
fda_2528,10GS,-7.5
fda_2530,10GS,-8.17
fda_2531,10GS,-8.13
fda_2531,1M17,-7.44
fda_2532,10GS,-5.97
fda_2533,10GS,-5.91
fda_2534,10GS,-6.22
fda_2535,10GS,-6.06
fda_2543,10GS,-7.0
fda_2544,10GS,-7.08
fda_2544,1M17,-6.99
fda_2545,1M17,-7.66
fda_2545,10GS,-7.59
fda_2546,1M17,-8.72
fda_2546,10GS,-8.15
fda_2547,10GS,-8.03
fda_2547,1M17,-8.01
fda_2548,1M17,-8.92
fda_2548,10GS,-7.85
fda_2549,1M17,-8.78
fda_2549,10GS,-7.01
fda_2550,1M17,-8.75
fda_2550,10GS,-8.09
fda_2551,1M17,-8.59
fda_2551,10GS,-8.5
fda_2552,1M17,-8.8
fda_2552,10GS,-7.67
fda_2553,1M17,-7.61
fda_2553,10GS,-7.38
fda_2554,1M17,-7.76
fda_2554,10GS,-7.5
fda_2555,1M17,-7.61
fda_2555,10GS,-7.59
fda_2556,10GS,-7.95
fda_2557,10GS,-8.15
fda_2558,10GS,-8.08
fda_2558,1M17,-7.96
fda_2559,10GS,-8.69
fda_2560,10GS,-7.82
fda_2561,10GS,-8.16
fda_2561,1M17,-8.09
fda_2562,10GS,-7.71
fda_2563,10GS,-7.75
fda_2564,10GS,-7.4
fda_2565,10GS,-7.8
fda_2566,10GS,-7.8
fda_2567,10GS,-7.83
fda_2568,10GS,-7.82
fda_2569,10GS,-7.92
fda_2570,10GS,-8.07
fda_2570,1M17,-7.89
fda_2571,10GS,-7.6
fda_2572,1M17,-7.28
fda_2572,10GS,-7.15
fda_2573,10GS,-7.43
fda_2574,10GS,-8.04
fda_2575,10GS,-8.77
fda_2576,10GS,-7.91
fda_2577,10GS,-8.11
fda_2578,10GS,-8.62
fda_2579,10GS,-6.37
fda_2580,10GS,-8.55
fda_2581,1M17,-8.8
fda_2581,10GS,-8.46
fda_2582,10GS,-8.53
fda_2583,10GS,-8.59
fda_2585,10GS,-7.45
fda_2586,10GS,-8.89
fda_2590,10GS,-6.6
fda_2591,10GS,-6.46
fda_2594,10GS,-8.6
fda_2595,10GS,-8.31
fda_2595,1M17,-7.55
fda_2596,10GS,-8.14
fda_2596,1M17,-8.06
fda_2597,1M17,-8.08
fda_2597,10GS,-7.85
fda_2602,10GS,-8.47
fda_2603,10GS,-7.44
fda_2604,10GS,-8.3
fda_2604,1M17,-7.93
fda_2605,10GS,-7.98
fda_2605,1M17,-7.25
fda_2606,10GS,-7.47
fda_2606,1M17,-7.19
fda_2607,1M17,-7.2
fda_2607,10GS,-7.0
fda_2608,1M17,-7.57
fda_2608,10GS,-7.11
fda_2609,1M17,-7.62
fda_2609,10GS,-7.12
fda_2610,1M17,-7.74
fda_2610,10GS,-7.21
fda_2613,1M17,-7.67
fda_2613,10GS,-7.14
fda_2614,10GS,-7.49
fda_2615,1M17,-7.35
fda_2615,10GS,-7.22
fda_2616,1M17,-7.24
fda_2616,10GS,-6.98
fda_2617,1M17,-7.77
fda_2617,10GS,-7.18
fda_2618,1M17,-7.96
fda_2618,10GS,-7.81
fda_2619,1M17,-8.22
fda_2619,10GS,-7.62
fda_2620,1M17,-8.47
fda_2620,10GS,-7.57
fda_2624,10GS,-7.49
fda_2624,1M17,-7.37
fda_2625,10GS,-7.46
fda_2625,1M17,-7.13
fda_2626,10GS,-7.08
fda_2627,1M17,-7.76
fda_2627,10GS,-7.59
fda_2628,10GS,-8.64
fda_2628,1M17,-8.02
fda_2629,10GS,-8.51
fda_2629,1M17,-7.05
fda_2630,1M17,-7.49
fda_2630,10GS,-7.34
fda_2631,10GS,-7.5
fda_2631,1M17,-7.32
fda_2632,10GS,-8.89
fda_2633,10GS,-8.85
fda_2633,1M17,-7.82
fda_2634,10GS,-8.12
fda_2634,1M17,-7.5
fda_2635,10GS,-8.07
fda_2635,1M17,-7.29
fda_2636,1M17,-7.15
fda_2636,10GS,-6.98
fda_2637,10GS,-7.13
fda_2637,1M17,-7.0
fda_2638,1M17,-8.25
fda_2638,10GS,-7.76
fda_2639,10GS,-7.86
fda_2639,1M17,-7.32
fda_2640,10GS,-6.89
fda_2641,10GS,-7.56
fda_2641,1M17,-7.41
fda_2642,10GS,-7.29
fda_2642,1M17,-7.13
fda_2643,10GS,-8.04
fda_2644,10GS,-8.46
fda_2645,10GS,-9.2
fda_2646,10GS,-8.0
fda_2647,10GS,-8.12
fda_2647,1M17,-7.91
fda_2652,1M17,-8.3
fda_2652,10GS,-8.04
fda_2653,10GS,-8.34
fda_2653,1M17,-8.28
fda_2654,10GS,-8.31
fda_2654,1M17,-7.84
fda_2655,10GS,-8.49
fda_2655,1M17,-7.89
fda_2656,1M17,-7.49
fda_2656,10GS,-7.17
fda_2657,10GS,-8.42
fda_2657,1M17,-7.97
fda_2658,1M17,-8.39
fda_2658,10GS,-7.59
fda_2659,1M17,-8.34
fda_2659,10GS,-7.85
fda_2660,10GS,-8.03
fda_2661,1M17,-7.27
fda_2661,10GS,-6.97
fda_2662,1M17,-7.18
fda_2662,10GS,-6.74
fda_2663,10GS,-7.32
fda_2663,1M17,-7.11
fda_2664,10GS,-8.85
fda_2664,1M17,-8.05
fda_2665,10GS,-8.66
fda_2665,1M17,-8.13
fda_2666,1M17,-8.13
fda_2666,10GS,-7.92
fda_2672,1M17,-7.36
fda_2672,10GS,-6.77
fda_2673,1M17,-6.97
fda_2673,10GS,-6.82
fda_2674,10GS,-4.58
fda_2679,10GS,-5.58
fda_2684,1M17,-6.75
fda_2684,10GS,-6.44
fda_2685,10GS,-6.78
fda_2686,10GS,-8.84
fda_2687,1M17,-9.04
fda_2687,10GS,-8.46
fda_2688,1M17,-7.88
fda_2688,10GS,-7.06
fda_2689,10GS,-7.92
fda_2690,10GS,-7.26
fda_2690,1M17,-7.25
fda_2691,10GS,-6.84
fda_2693,10GS,-7.76
fda_2696,10GS,-8.09
fda_2697,10GS,-8.3
fda_2698,10GS,-7.97
fda_2699,10GS,-8.07
fda_2700,10GS,-8.62
fda_2701,1M17,-7.92
fda_2701,10GS,-7.61
fda_2702,10GS,-8.08
fda_2703,10GS,-8.06
fda_2703,1M17,-7.85
fda_2707,10GS,-8.51
fda_2707,1M17,-7.69
fda_2708,10GS,-8.3
fda_2708,1M17,-7.12
fda_2709,10GS,-7.82
fda_2709,1M17,-7.61
fda_2710,10GS,-7.91
fda_2710,1M17,-7.52
fda_2715,10GS,-9.13
fda_2716,10GS,-8.1
fda_2717,10GS,-7.75
fda_2718,1M17,-7.82
fda_2718,10GS,-7.43
fda_2719,10GS,-6.95
fda_2724,1M17,-7.76
fda_2724,10GS,-6.83
fda_2725,10GS,-7.4
fda_2725,1M17,-7.19
fda_2726,1M17,-7.64
fda_2726,10GS,-7.43
fda_2727,10GS,-7.77
fda_2727,1M17,-7.36
fda_2728,10GS,-7.11
fda_2729,10GS,-8.48
fda_2730,10GS,-8.36
fda_2731,10GS,-8.44
fda_2732,10GS,-8.28
fda_2733,10GS,-7.79
fda_2734,1M17,-7.54
fda_2734,10GS,-7.53
fda_2735,10GS,-7.48
fda_2736,10GS,-8.71
fda_2737,1M17,-8.16
fda_2737,10GS,-7.71
fda_2738,10GS,-9.19
fda_2738,1M17,-7.71
