stage,ligand,score,valid,reason,heavy_atoms,le,self_rmsd,pains_flag
stage1,rdk_0002460.pdbqt,-6.89,1,,13,0.5298,,0
stage1,rdk_0000377.pdbqt,-8.32,1,,35,0.2377,2.52,0
stage1,rdk_0001998.pdbqt,-10.72,1,,34,0.3154,3.09,0
stage1,rdk_0004346.pdbqt,-6.71,1,,32,0.2096,,0
stage1,rdk_0004682.pdbqt,-5.12,1,,8,0.6395,,0
stage1,rdk_0002247.pdbqt,-7.16,1,,26,0.2755,,0
stage1,rdk_0004534.pdbqt,-7.95,1,,28,0.2840,,0
stage1,rdk_0002159.pdbqt,-7.83,1,,34,0.2302,2.10,0
stage1,rdk_0000318.pdbqt,-7.16,1,,28,0.2558,2.11,0
stage1,rdk_0000274.pdbqt,-8.76,1,,37,0.2366,,0
stage1,rdk_0004940.pdbqt,-9.87,1,,34,0.2904,2.82,0
stage1,rdk_0003503.pdbqt,-7.00,1,,33,0.2122,2.66,0
stage1,rdk_0002559.pdbqt,-9.69,1,,29,0.3343,2.74,0
stage1,rdk_0002383.pdbqt,-8.10,1,,30,0.2701,2.43,0
stage1,rdk_0002744.pdbqt,-8.99,1,,30,0.2995,2.15,0
stage1,rdk_0004670.pdbqt,-8.64,1,,60,0.1440,2.77,0
stage1,rdk_0000777.pdbqt,-7.68,1,,34,0.2260,2.21,0
stage1,rdk_0000722.pdbqt,-8.47,1,,25,0.3387,,0
stage1,rdk_0002841.pdbqt,-7.09,1,,25,0.2834,,0
stage1,rdk_0003956.pdbqt,-6.34,1,,11,0.5764,,0
stage1,rdk_0001336.pdbqt,-7.35,1,,23,0.3197,,0
stage1,rdk_0000827.pdbqt,-6.80,1,,23,0.2957,,0
stage1,rdk_0003669.pdbqt,-9.53,1,,36,0.2647,3.34,0
stage1,rdk_0003224.pdbqt,-8.31,1,,59,0.1408,2.09,0
stage1,rdk_0001012.pdbqt,-9.07,1,,31,0.2925,,0
stage1,rdk_0003350.pdbqt,-10.23,1,,19,0.5384,,0
stage1,rdk_0002578.pdbqt,-7.21,1,,29,0.2487,2.13,0
stage1,rdk_0000289.pdbqt,-6.12,1,,30,0.2042,2.05,0
stage1,rdk_0003421.pdbqt,-7.36,1,,29,0.2539,2.64,0
stage1,rdk_0002039.pdbqt,-6.73,1,,35,0.1923,4.07,0
stage1,rdk_0000406.pdbqt,-7.61,1,,26,0.2928,,0
stage1,rdk_0004646.pdbqt,-6.16,1,,46,0.1339,2.67,0
stage1,rdk_0002228.pdbqt,-9.37,1,,28,0.3347,,0
stage1,rdk_0000971.pdbqt,-7.22,1,,30,0.2406,2.95,0
stage1,rdk_0003653.pdbqt,-8.95,1,,20,0.4474,,0
stage1,rdk_0003489.pdbqt,-7.15,1,,15,0.4767,,0
stage1,rdk_0004381.pdbqt,-8.29,1,,23,0.3603,2.06,0
stage1,rdk_0001828.pdbqt,-7.35,1,,31,0.2371,2.14,0
stage1,rdk_0004207.pdbqt,-8.74,1,,40,0.2186,4.16,0
stage1,rdk_0001480.pdbqt,-7.42,1,,18,0.4120,,0
stage1,rdk_0004462.pdbqt,-8.42,1,,31,0.2715,2.26,0
stage1,rdk_0003177.pdbqt,-8.25,1,,19,0.4341,,0
stage1,rdk_0001583.pdbqt,-7.87,1,,19,0.4139,,0
stage1,rdk_0004161.pdbqt,-8.81,1,,32,0.2753,2.81,0
stage1,rdk_0000006.pdbqt,-8.73,1,,15,0.5823,,0
stage1,rdk_0003892.pdbqt,-9.44,1,,28,0.3370,2.38,0
stage1,rdk_0002628.pdbqt,-8.23,1,,17,0.4843,,0
stage1,rdk_0003074.pdbqt,-8.15,1,,25,0.3259,2.11,0
stage1,rdk_0001183.pdbqt,-6.96,1,,17,0.4092,,0
stage1,rdk_0001111.pdbqt,-7.93,1,,15,0.5289,,0
stage1,rdk_0002942.pdbqt,-4.63,1,,10,0.4635,,0
stage1,rdk_0004713.pdbqt,-5.47,1,,10,0.5470,,0
stage1,rdk_0002647.pdbqt,-6.07,1,,13,0.4668,,0
stage1,rdk_0002344.pdbqt,-7.83,1,,24,0.3260,,0
stage1,rdk_0003021.pdbqt,-9.35,1,,37,0.2526,2.58,0
stage1,rdk_0004816.pdbqt,-6.84,1,,14,0.4886,,0
stage1,rdk_0002060.pdbqt,-7.78,1,,16,0.4862,,0
stage1,rdk_0003253.pdbqt,-7.95,1,,19,0.4184,,0
stage1,rdk_0001866.pdbqt,-8.97,1,,31,0.2895,2.09,0
stage1,rdk_0001635.pdbqt,-6.80,1,,20,0.3400,,0
stage1,rdk_0004058.pdbqt,-10.37,1,,40,0.2592,,0
stage1,rdk_0000094.pdbqt,-6.98,1,,23,0.3034,,0
stage1,rdk_0001763.pdbqt,-6.92,1,,37,0.1872,2.01,0
stage1,rdk_0001378.pdbqt,-8.60,1,,22,0.3910,,0
stage1,rdk_0004862.pdbqt,-7.17,1,,39,0.1839,3.76,0
stage1,rdk_0001412.pdbqt,-7.28,1,,21,0.3468,,0
stage1,rdk_0000621.pdbqt,-7.75,1,,30,0.2585,,0
stage1,rdk_0001385.pdbqt,-9.15,1,,21,0.4358,,0
stage1,rdk_0003855.pdbqt,-8.71,1,,23,0.3785,,0
stage1,rdk_0003371.pdbqt,-8.39,1,,16,0.5247,,0
stage1,rdk_0000848.pdbqt,-5.88,1,,28,0.2099,2.32,0
stage1,rdk_0003977.pdbqt,-5.17,1,,11,0.4697,,0
stage1,rdk_0004610.pdbqt,-8.75,1,,24,0.3647,2.02,0
stage1,rdk_0000597.pdbqt,-7.67,1,,24,0.3198,,0
stage1,rdk_0004781.pdbqt,-8.89,1,,34,0.2615,,0
stage1,rdk_0003797.pdbqt,-8.70,1,,31,0.2806,2.11,0
stage1,rdk_0000105.pdbqt,-7.82,1,,28,0.2793,,0
stage1,rdk_0003541.pdbqt,-7.47,1,,40,0.1867,3.31,0
stage1,rdk_0004134.pdbqt,-6.37,1,,23,0.2771,,0
stage1,rdk_0000448.pdbqt,-8.21,1,,21,0.3908,,0
stage1,rdk_0001686.pdbqt,-9.50,1,,21,0.4524,,0
stage1,rdk_0000427.pdbqt,-8.75,1,,26,0.3364,,0
stage1,rdk_0002798.pdbqt,-9.02,1,,14,0.6446,,0
stage1,rdk_0003672.pdbqt,-5.77,1,,16,0.3608,,0
stage1,rdk_0004437.pdbqt,-7.29,1,,28,0.2605,,0
stage1,rdk_0000221.pdbqt,-8.19,1,,36,0.2276,,0
stage1,rdk_0003918.pdbqt,-5.12,1,,12,0.4266,,0
stage1,rdk_0001983.pdbqt,-4.92,1,,15,0.3283,,0
stage1,rdk_0001359.pdbqt,-5.98,1,,24,0.2492,3.32,0
stage1,rdk_0000200.pdbqt,-7.28,1,,28,0.2600,,0
stage1,rdk_0000322.pdbqt,-7.50,1,,29,0.2588,,0
stage1,rdk_0001235.pdbqt,-7.18,1,,24,0.2991,2.20,0
stage1,rdk_0004313.pdbqt,-7.34,1,,41,0.1791,,0
stage1,rdk_0004934.pdbqt,-8.12,1,,15,0.5417,,0
stage1,rdk_0000069.pdbqt,-7.65,1,,23,0.3327,,0
stage1,rdk_0001614.pdbqt,-6.38,1,,16,0.3984,,0
stage1,rdk_0001317.pdbqt,-5.26,1,,10,0.5261,,0
stage1,rdk_0004631.pdbqt,-8.04,1,,19,0.4231,,0
stage1,rdk_0002441.pdbqt,-7.18,1,,23,0.3122,,0
stage1,rdk_0004879.pdbqt,-7.72,1,,35,0.2206,,0
stage1,rdk_0004115.pdbqt,-8.76,1,,14,0.6258,,0
stage1,rdk_0004746.pdbqt,-9.02,1,,29,0.3109,2.01,0
stage1,rdk_0002163.pdbqt,-7.57,1,,38,0.1992,,0
stage1,rdk_0003118.pdbqt,-7.60,1,,31,0.2451,,0
stage1,rdk_0004416.pdbqt,-5.99,1,,12,0.4992,,0
stage1,rdk_0002666.pdbqt,-4.09,1,,8,0.5115,,0
stage1,rdk_0002142.pdbqt,-7.01,1,,26,0.2698,,0
stage1,rdk_0001080.pdbqt,-8.39,1,,40,0.2097,,0
stage1,rdk_0001530.pdbqt,-6.85,1,,24,0.2856,,0
stage1,rdk_0001433.pdbqt,-7.10,1,,20,0.3549,,0
stage1,rdk_0000703.pdbqt,-7.39,1,,27,0.2737,,0
stage1,rdk_0001130.pdbqt,-6.22,1,,19,0.3274,,0
stage1,rdk_0001759.pdbqt,-10.60,1,,32,0.3311,,0
stage1,rdk_0004458.pdbqt,-8.25,1,,30,0.2750,2.01,0
stage1,rdk_0000124.pdbqt,-8.70,1,,32,0.2719,,0
stage1,rdk_0000505.pdbqt,-7.85,1,,25,0.3140,2.54,0
stage1,rdk_0002963.pdbqt,-6.74,1,,20,0.3371,,0
stage1,rdk_0002365.pdbqt,-7.98,1,,27,0.2957,,0
stage1,rdk_0002542.pdbqt,-7.37,1,,14,0.5267,,0
stage1,rdk_0003881.pdbqt,-6.36,1,,74,0.0859,,0
stage1,rdk_0004732.pdbqt,-7.21,1,,13,0.5548,,0
stage1,rdk_0003750.pdbqt,-8.41,1,,26,0.3234,,0
stage1,rdk_0003539.pdbqt,-7.56,1,,27,0.2799,,0
stage1,rdk_0000791.pdbqt,-7.77,1,,32,0.2428,,0
stage1,rdk_0002398.pdbqt,-6.17,1,,21,0.2936,2.61,0
stage1,rdk_0000391.pdbqt,-7.64,1,,19,0.4020,,0
stage1,rdk_0004884.pdbqt,-9.19,1,,39,0.2357,,0
stage1,rdk_0003384.pdbqt,-7.58,1,,67,0.1131,,0
stage1,rdk_0004231.pdbqt,-9.49,1,,18,0.5271,,0
stage1,rdk_0003139.pdbqt,-9.91,1,,26,0.3813,,0
stage1,rdk_0004084.pdbqt,-7.67,1,,25,0.3068,,0
stage1,rdk_0001286.pdbqt,-8.24,1,,17,0.4845,2.01,0
stage1,rdk_0002765.pdbqt,-8.07,1,,31,0.2605,,0
stage1,rdk_0000027.pdbqt,-5.60,1,,10,0.5599,,0
stage1,rdk_0003771.pdbqt,-6.72,1,,11,0.6105,,0
stage1,rdk_0002563.pdbqt,-7.05,1,,36,0.1959,,0
stage1,rdk_0000600.pdbqt,-8.13,1,,27,0.3012,,0
stage1,rdk_0004299.pdbqt,-10.96,1,,47,0.2332,2.24,0
stage1,rdk_0001214.pdbqt,-6.30,1,,23,0.2738,,0
stage1,rdk_0002992.pdbqt,-3.37,1,,7,0.4817,,0
stage1,rdk_0004608.pdbqt,-8.60,1,,59,0.1458,4.03,0
stage1,rdk_0001833.pdbqt,-7.82,1,,36,0.2171,2.10,0
stage1,rdk_0000524.pdbqt,-6.21,1,,18,0.3447,,0
stage1,rdk_0001880.pdbqt,-6.83,1,,18,0.3796,,0
stage1,rdk_0001911.pdbqt,-10.33,1,,29,0.3561,2.02,0
stage1,rdk_0003474.pdbqt,-6.33,1,,30,0.2109,2.80,0
stage1,rdk_0003694.pdbqt,-7.84,1,,32,0.2449,2.28,0
stage1,rdk_0003156.pdbqt,-8.25,1,,24,0.3439,,0
stage1,rdk_0003211.pdbqt,-5.80,1,,15,0.3867,,0
stage1,rdk_0002697.pdbqt,-6.47,1,,12,0.5395,,0
stage1,rdk_0004502.pdbqt,-8.55,1,,45,0.1901,3.10,0
stage1,rdk_0003089.pdbqt,-9.33,1,,40,0.2332,2.43,0
stage1,rdk_0002209.pdbqt,-8.26,1,,36,0.2294,,0
stage1,rdk_0002609.pdbqt,-7.99,1,,22,0.3632,,0
stage1,rdk_0002860.pdbqt,-8.68,1,,34,0.2554,,0
stage1,rdk_0000905.pdbqt,-7.71,1,,24,0.3213,2.24,0
stage1,rdk_0002369.pdbqt,-8.04,1,,18,0.4469,2.77,0
stage1,rdk_0002825.pdbqt,0.76,1,,89,-0.0085,3.91,0
stage1,rdk_0000360.pdbqt,-8.02,1,,25,0.3206,,0
stage1,rdk_0004187.pdbqt,-8.59,1,,27,0.3182,,0
stage1,rdk_0001871.pdbqt,-8.10,1,,17,0.4763,,0
stage1,rdk_0004935.pdbqt,-7.52,1,,45,0.1672,4.63,0
stage1,rdk_0004484.pdbqt,-10.01,1,,26,0.3848,,0
stage1,rdk_0002521.pdbqt,-6.12,1,,15,0.4082,,0
stage1,rdk_0003459.pdbqt,-7.08,1,,12,0.5902,,0
stage1,rdk_0004417.pdbqt,-6.64,1,,47,0.1412,3.40,0
stage1,rdk_0000663.pdbqt,-10.30,1,,21,0.4905,,0
stage1,rdk_0002266.pdbqt,-6.99,1,,36,0.1943,,0
stage1,rdk_0004176.pdbqt,-6.01,1,,11,0.5466,,0
stage1,rdk_0004079.pdbqt,-7.77,1,,26,0.2987,2.13,0
stage1,rdk_0000547.pdbqt,-7.41,1,,28,0.2647,,0
stage1,rdk_0004252.pdbqt,-9.19,1,,20,0.4595,2.15,0
stage1,rdk_0004587.pdbqt,-9.54,1,,35,0.2727,,0
stage1,rdk_0004488.pdbqt,-6.65,1,,16,0.4154,,0
stage1,rdk_0000303.pdbqt,-6.43,1,,28,0.2295,,0
stage1,rdk_0000692.pdbqt,-5.76,1,,22,0.2617,,0
stage1,rdk_0001389.pdbqt,-7.21,1,,17,0.4241,,0
stage1,rdk_0001754.pdbqt,-7.74,1,,52,0.1488,3.67,0
stage1,rdk_0001450.pdbqt,-6.10,1,,12,0.5080,,0
stage1,rdk_0004479.pdbqt,-10.26,1,,29,0.3537,,0
stage1,rdk_0000997.pdbqt,-8.26,1,,38,0.2173,,0
stage1,rdk_0001218.pdbqt,-5.87,1,,25,0.2350,,0
stage1,rdk_0002900.pdbqt,-9.11,1,,18,0.5058,,0
stage1,rdk_0003712.pdbqt,-8.37,1,,22,0.3803,2.14,0
stage1,rdk_0003889.pdbqt,-7.72,1,,30,0.2574,3.07,0
stage1,rdk_0003135.pdbqt,-6.61,1,,26,0.2542,2.42,0
stage1,rdk_0003518.pdbqt,-7.36,1,,34,0.2166,3.83,0
stage1,rdk_0002605.pdbqt,-7.65,1,,28,0.2731,,0
stage1,rdk_0000909.pdbqt,-8.20,1,,24,0.3415,,0
stage1,rdk_0000924.pdbqt,-9.48,1,,33,0.2874,2.45,0
stage1,rdk_0002121.pdbqt,-8.01,1,,22,0.3639,,0
stage1,rdk_0002803.pdbqt,-7.49,1,,19,0.3939,,0
stage1,rdk_0002394.pdbqt,-7.34,1,,27,0.2718,2.17,0
stage1,rdk_0000894.pdbqt,-8.12,1,,41,0.1980,,0
stage1,rdk_0003683.pdbqt,-8.15,1,,15,0.5431,,0
stage1,rdk_0001050.pdbqt,-6.33,1,,21,0.3012,,0
stage1,rdk_0001153.pdbqt,-7.87,1,,26,0.3028,,0
stage1,rdk_0001277.pdbqt,-3.56,1,,26,0.1368,,0
stage1,rdk_0003283.pdbqt,-8.45,1,,27,0.3129,2.29,0
stage1,rdk_0000528.pdbqt,-9.40,1,,26,0.3616,,0
stage1,rdk_0003780.pdbqt,-8.21,1,,26,0.3160,2.05,0
stage1,rdk_0002891.pdbqt,-7.60,1,,11,0.6905,,0
stage1,rdk_0004652.pdbqt,-8.73,1,,21,0.4155,,0
stage1,rdk_0001972.pdbqt,-9.61,1,,33,0.2912,,0
stage1,rdk_0000147.pdbqt,-6.04,1,,19,0.3178,,0
stage1,rdk_0004351.pdbqt,-7.44,1,,27,0.2756,,0
stage1,rdk_0003874.pdbqt,-5.78,1,,52,0.1112,,0
stage1,rdk_0002794.pdbqt,-6.96,1,,21,0.3314,,0
stage1,rdk_0003611.pdbqt,-6.34,1,,16,0.3960,2.00,0
stage1,rdk_0000760.pdbqt,-8.14,1,,22,0.3702,,0
stage1,rdk_0001716.pdbqt,-8.76,1,,58,0.1511,3.39,0
stage1,rdk_0002769.pdbqt,-7.42,1,,23,0.3227,,0
stage1,rdk_0004088.pdbqt,-7.02,1,,24,0.2924,,0
stage1,rdk_0002035.pdbqt,-7.87,1,,48,0.1640,2.01,0
stage1,rdk_0000865.pdbqt,-8.42,1,,21,0.4011,,0
stage1,rdk_0001721.pdbqt,-6.23,1,,40,0.1558,2.00,0
stage1,rdk_0000263.pdbqt,-8.56,1,,26,0.3291,,0
stage1,rdk_0000444.pdbqt,-7.86,1,,29,0.2709,,0
stage1,rdk_0001618.pdbqt,-6.33,1,,17,0.3723,,0
stage1,rdk_0003878.pdbqt,-10.13,1,,38,0.2665,2.32,0
stage1,rdk_0002422.pdbqt,-8.32,1,,31,0.2684,,0
stage1,rdk_0002500.pdbqt,-7.24,1,,14,0.5169,,0
stage1,rdk_0003485.pdbqt,-6.30,1,,17,0.3708,2.05,0
stage1,rdk_0004282.pdbqt,-9.14,1,,42,0.2175,2.75,0
stage1,rdk_0000128.pdbqt,-8.14,1,,26,0.3132,2.35,0
stage1,rdk_0004475.pdbqt,-8.11,1,,30,0.2703,2.35,0
stage1,rdk_0001850.pdbqt,-7.68,1,,20,0.3842,,0
stage1,rdk_0003885.pdbqt,-9.12,1,,33,0.2763,2.22,0
stage1,rdk_0003455.pdbqt,-9.79,1,,35,0.2797,2.92,0
stage1,rdk_0003186.pdbqt,-7.00,1,,17,0.4119,,0
stage1,rdk_0002921.pdbqt,-5.42,1,,13,0.4167,,0
stage1,rdk_0001256.pdbqt,-4.71,1,,14,0.3364,2.03,0
stage1,rdk_0003059.pdbqt,-7.93,1,,29,0.2735,2.31,0
stage1,rdk_0000898.pdbqt,-7.59,1,,28,0.2710,,0
stage1,rdk_0004515.pdbqt,-7.98,1,,36,0.2217,3.22,0
stage1,rdk_0002624.pdbqt,-4.50,1,,7,0.6426,,0
stage1,rdk_0002297.pdbqt,-8.30,1,,33,0.2515,,0
stage1,rdk_0003272.pdbqt,-9.56,1,,36,0.2655,2.43,0
stage1,rdk_0003312.pdbqt,-8.86,1,,26,0.3407,2.01,0
stage1,rdk_0003836.pdbqt,-8.96,1,,15,0.5971,,0
stage1,rdk_0004875.pdbqt,-7.51,1,,29,0.2588,,0
stage1,rdk_0003119.pdbqt,-8.19,1,,61,0.1342,2.64,0
stage1,rdk_0001677.pdbqt,-7.61,1,,25,0.3045,,0
stage1,rdk_0003986.pdbqt,-6.01,1,,23,0.2613,,0
stage1,rdk_0000098.pdbqt,-7.90,1,,20,0.3948,,0
stage1,rdk_0000966.pdbqt,-7.40,1,,32,0.2312,2.84,0
stage1,rdk_0001471.pdbqt,-5.91,1,,16,0.3694,,0
stage1,rdk_0002978.pdbqt,-8.81,1,,43,0.2049,4.11,0
stage1,rdk_0003733.pdbqt,-6.50,1,,12,0.5416,,0
stage1,rdk_0002091.pdbqt,-8.25,1,,22,0.3751,,0
stage1,rdk_0000566.pdbqt,-6.07,1,,19,0.3195,,0
stage1,rdk_0004888.pdbqt,-7.76,1,,29,0.2677,,0
stage1,rdk_0002306.pdbqt,-8.09,1,,31,0.2611,,0
stage1,rdk_0003114.pdbqt,-6.89,1,,14,0.4919,,0
stage1,rdk_0000292.pdbqt,-7.78,1,,35,0.2222,3.39,0
stage1,rdk_0003417.pdbqt,-3.89,1,,7,0.5557,,0
stage1,rdk_0002003.pdbqt,-8.24,1,,25,0.3298,,0
stage1,rdk_0003230.pdbqt,-6.55,1,,14,0.4679,,0
stage1,rdk_0000642.pdbqt,-5.73,1,,12,0.4773,,0
stage1,rdk_0002706.pdbqt,-7.67,1,,31,0.2475,,0
stage1,rdk_0000048.pdbqt,-8.26,1,,37,0.2233,3.34,0
stage1,rdk_0001778.pdbqt,-7.56,1,,32,0.2363,,0
stage1,rdk_0001553.pdbqt,-8.46,1,,25,0.3382,2.18,0
stage1,rdk_0001784.pdbqt,-7.59,1,,58,0.1308,,0
stage1,rdk_0000166.pdbqt,-7.98,1,,21,0.3799,,0
stage1,rdk_0001239.pdbqt,-5.39,1,,14,0.3851,,0
stage1,rdk_0000741.pdbqt,-6.16,1,,11,0.5604,,0
stage1,rdk_0002592.pdbqt,-7.65,1,,27,0.2833,,0
stage1,rdk_0001809.pdbqt,-7.61,1,,48,0.1586,,0
stage1,rdk_0002491.pdbqt,-6.50,1,,12,0.5418,,0
stage1,rdk_0003514.pdbqt,-7.80,1,,17,0.4591,,0
stage1,rdk_0001172.pdbqt,-6.12,1,,24,0.2550,,0
stage1,rdk_0004157.pdbqt,-8.74,1,,29,0.3015,,0
stage1,rdk_0004273.pdbqt,-7.56,1,,32,0.2362,,0
stage1,rdk_0001639.pdbqt,-9.32,1,,19,0.4905,,0
stage1,rdk_0000806.pdbqt,-10.22,1,,41,0.2493,2.42,0
stage1,rdk_0004538.pdbqt,-7.77,1,,27,0.2878,,0
stage1,rdk_0001953.pdbqt,-7.59,1,,24,0.3162,,0
stage1,rdk_0001374.pdbqt,-8.19,1,,36,0.2275,3.01,0
stage1,rdk_0003859.pdbqt,-9.73,1,,28,0.3476,,0
stage1,rdk_0000341.pdbqt,-7.15,1,,24,0.2980,2.41,0
stage1,rdk_0000509.pdbqt,-7.12,1,,28,0.2542,2.07,0
stage1,rdk_0001774.pdbqt,-6.88,1,,31,0.2220,2.55,0
stage1,rdk_0000947.pdbqt,-8.17,1,,29,0.2818,,0
stage1,rdk_0002327.pdbqt,-7.88,1,,28,0.2816,2.76,0
stage1,rdk_0001847.pdbqt,-7.65,1,,48,0.1594,2.59,0
stage1,rdk_0001572.pdbqt,-8.39,1,,16,0.5247,,0
stage1,rdk_0002224.pdbqt,-7.63,1,,23,0.3318,,0
stage1,rdk_0004557.pdbqt,-8.05,1,,22,0.3661,,0
stage1,rdk_0002192.pdbqt,-8.09,1,,29,0.2788,,0
stage1,rdk_0000869.pdbqt,-8.99,1,,44,0.2043,2.80,0
stage1,rdk_0002205.pdbqt,-8.67,1,,38,0.2281,,0
stage1,rdk_0004054.pdbqt,-5.92,1,,15,0.3950,,0
stage1,rdk_0003586.pdbqt,-7.90,1,,16,0.4936,,0
stage1,rdk_0002348.pdbqt,-7.81,1,,30,0.2605,,0
stage1,rdk_0003017.pdbqt,-7.64,1,,24,0.3185,2.11,0
stage1,rdk_0004370.pdbqt,-9.25,1,,24,0.3856,,0
stage1,rdk_0003664.pdbqt,-6.08,1,,12,0.5070,,0
stage1,rdk_0003436.pdbqt,-7.45,1,,33,0.2257,2.19,0
stage1,rdk_0003367.pdbqt,-4.85,1,,11,0.4411,,0
stage1,rdk_0002727.pdbqt,-6.76,1,,20,0.3379,2.34,0
stage1,rdk_0000431.pdbqt,-5.80,1,,17,0.3414,,0
stage1,rdk_0001968.pdbqt,-7.29,1,,22,0.3313,,0
stage1,rdk_0003699.pdbqt,-7.54,1,,20,0.3769,,0
stage1,rdk_0004858.pdbqt,-9.62,1,,41,0.2346,2.43,0
stage1,rdk_0000498.pdbqt,-8.18,1,,29,0.2822,,0
stage1,rdk_0003478.pdbqt,-8.65,1,,34,0.2545,3.26,0
stage1,rdk_0004770.pdbqt,-7.47,1,,36,0.2074,,0
stage1,rdk_0002822.pdbqt,-6.84,1,,23,0.2974,,0
stage1,rdk_0004938.pdbqt,-10.33,1,,34,0.3039,,0
stage1,rdk_0001995.pdbqt,-7.36,1,,14,0.5255,,0
stage1,rdk_0000715.pdbqt,-6.65,1,,21,0.3167,,0
stage1,rdk_0001549.pdbqt,-6.67,1,,22,0.3033,,0
stage1,rdk_0003043.pdbqt,-9.23,1,,20,0.4614,,0
stage1,rdk_0003935.pdbqt,-7.22,1,,29,0.2490,,0
stage1,rdk_0004332.pdbqt,-9.50,1,,43,0.2210,2.72,0
stage1,rdk_0000882.pdbqt,-6.93,1,,20,0.3466,,0
stage1,rdk_0000065.pdbqt,-8.00,1,,28,0.2857,3.17,0
stage1,rdk_0001393.pdbqt,-8.22,1,,22,0.3737,,0
stage1,rdk_0002022.pdbqt,-8.19,1,,37,0.2213,2.79,0
stage1,rdk_0001602.pdbqt,-7.67,1,,17,0.4512,,0
stage1,rdk_0003085.pdbqt,-7.62,1,,45,0.1692,,0
stage1,rdk_0001355.pdbqt,-8.29,1,,27,0.3072,2.29,0
stage1,rdk_0002403.pdbqt,-9.58,1,,29,0.3304,2.18,0
stage1,rdk_0000132.pdbqt,-6.84,1,,23,0.2973,2.30,0
stage1,rdk_0001907.pdbqt,-7.86,1,,17,0.4625,2.30,0
stage1,rdk_0001690.pdbqt,-8.61,1,,19,0.4530,2.33,0
stage1,rdk_0002100.pdbqt,-7.23,1,,33,0.2192,,0
stage1,rdk_0003380.pdbqt,-6.88,1,,43,0.1599,,0
stage1,rdk_0000044.pdbqt,-8.46,1,,30,0.2819,2.31,0
stage1,rdk_0000242.pdbqt,-7.71,1,,34,0.2267,,0
stage1,rdk_0002554.pdbqt,-4.37,1,,8,0.5465,,0
stage1,rdk_0002457.pdbqt,-6.87,1,,16,0.4293,2.07,0
stage1,rdk_0002270.pdbqt,-7.87,1,,23,0.3423,,0
stage1,rdk_0004000.pdbqt,-6.26,1,,12,0.5215,,0
stage1,rdk_0004627.pdbqt,-6.93,1,,24,0.2888,,0
stage1,rdk_0000387.pdbqt,-6.24,1,,14,0.4455,,0
stage1,rdk_0000679.pdbqt,-5.44,1,,10,0.5444,,0
stage1,rdk_0001033.pdbqt,-8.85,1,,46,0.1924,2.80,0
stage1,rdk_0004591.pdbqt,-8.65,1,,27,0.3204,2.21,0
stage1,rdk_0002057.pdbqt,-7.49,1,,14,0.5347,,0
stage1,rdk_0004016.pdbqt,-8.30,1,,38,0.2185,3.52,0
stage1,rdk_0004724.pdbqt,-6.55,1,,16,0.4096,,0
stage1,rdk_0003556.pdbqt,-8.71,1,,43,0.2026,3.08,0
stage1,rdk_0001025.pdbqt,-6.28,1,,18,0.3489,,0
stage1,rdk_0002670.pdbqt,-6.21,1,,14,0.4436,,0
stage1,rdk_0001789.pdbqt,-6.79,1,,33,0.2056,2.32,0
stage1,rdk_0001126.pdbqt,-7.19,1,,22,0.3267,,0
stage1,rdk_0001656.pdbqt,-7.42,1,,30,0.2473,2.27,0
stage1,rdk_0002876.pdbqt,-9.35,1,,22,0.4251,2.10,0
stage1,rdk_0003767.pdbqt,-6.20,1,,11,0.5637,,0
stage1,rdk_0004673.pdbqt,-7.77,1,,31,0.2507,2.61,0
stage1,rdk_0001526.pdbqt,-7.40,1,,23,0.3219,2.31,0
stage1,rdk_0003333.pdbqt,-10.46,1,,35,0.2989,2.06,0
stage1,rdk_0000928.pdbqt,-8.92,1,,43,0.2074,,0
stage1,rdk_0000109.pdbqt,-7.92,1,,27,0.2933,2.04,0
stage1,rdk_0001301.pdbqt,-6.31,1,,23,0.2742,3.11,0
stage1,rdk_0000981.pdbqt,-7.10,1,,17,0.4174,,0
stage1,rdk_0001071.pdbqt,-9.21,1,,31,0.2972,2.37,0
stage1,rdk_0004492.pdbqt,-9.46,1,,21,0.4507,,0
stage1,rdk_0004400.pdbqt,-9.01,1,,22,0.4095,,0
stage1,rdk_0004191.pdbqt,-4.40,1,,10,0.4404,,0
stage1,rdk_0002438.pdbqt,-7.36,1,,34,0.2165,,0
stage1,rdk_0001425.pdbqt,-7.34,1,,23,0.3191,,0
stage1,rdk_0003299.pdbqt,-6.07,1,,19,0.3193,2.14,0
stage1,rdk_0003264.pdbqt,-7.05,1,,17,0.4150,,0
stage1,rdk_0002773.pdbqt,-7.69,1,,20,0.3844,,0
stage1,rdk_0004606.pdbqt,-5.84,1,,10,0.5837,,0
stage1,rdk_0003540.pdbqt,-6.80,1,,27,0.2518,,0
stage1,rdk_0003817.pdbqt,-8.86,1,,47,0.1885,2.38,0
stage1,rdk_0001701.pdbqt,-6.27,1,,21,0.2987,2.23,0
stage1,rdk_0002476.pdbqt,-6.74,1,,11,0.6128,,0
stage1,rdk_0003443.pdbqt,-6.71,1,,20,0.3356,,0
stage1,rdk_0000258.pdbqt,-8.60,1,,23,0.3738,,0
stage1,rdk_0000913.pdbqt,-7.40,1,,22,0.3364,,0
stage1,rdk_0003036.pdbqt,-8.22,1,,36,0.2283,2.39,0
stage1,rdk_0002154.pdbqt,-7.55,1,,35,0.2158,,0
